	topic	sentence_1	sentence_2	label
1303	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Implications: The artificial manipulation of radiation could wreak havoc on the fragile balance of complex ecosystems that have taken millennia to evolve.	SS
1304	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	SS
1305	Geoengineering	"If you can't connect something then it is not part of the larger Internet of Things,"" Kerravala said."	There may be no clinical symptoms of the disease for many decades after a positive test for the presence of the genetic variant.	DTORCD
1306	Geoengineering	Ocean fertilisation could damage ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	"Risks include widespread drought, substantial ozone depletion, disrupting the ""global atmospheric electrical circuit,"" and even increasing greenhouse gases because of chemical changes to the atmosphere."	NS
1307	Geoengineering	These extreme geoengineering approaches are potentially hazardous, however, as blocking sunlight can alter rainfall patterns and even damage the ozone layer , Moore says.	114 Even if there are not extreme consequences, reduced evaporation (and hence precipitation) is a likely consequence with possible negative effects on freshwater availability.115	SS
1308	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Ocean fertilisation could cause damage to ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	NS
1309	Geoengineering	Some environmentalists even fear the technology could be weaponized and used to create disastrous weather patterns.	These extreme geoengineering approaches are potentially hazardous, however, as blocking sunlight can alter rainfall patterns and even damage the ozone layer , Moore says.	SS
1310	Geoengineering	At the same time, geoengineering is vulnerable to mismanagement and may have consequences that are unacceptable to society.	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	SS
1311	Geoengineering	srfingerbut if its cheap and easy to treat the symptoms, then do you really need to create incredibly disruptive and costly regulations to treat the disease?	And in particular, if this is a vulnerable region with subsistence farming prevailing, then this may pose a risk to food security on the local scale.	DTORCD
1312	Geoengineering	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	HS
1313	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	In particular, any further devastating climate impacts, particularly to vulnerable low-lying developing countries, may draw new calls for geoengineering research or interventions.	DTORCD
1314	Geoengineering	In particular, any further devastating climate impacts, particularly to vulnerable low-lying developing countries, may draw new calls for geoengineering research or interventions.	Across all four models tested, the researchers showed that geoengineering could lead to adverse effects on the Earth's climate, including a reduction in global rainfall.	NS
1315	Geoengineering	However, this ex vivo approach is not feasible for many human genetic diseases, which affect whole organ systems.	Most organizations agree that animal testing produces valuable information on how new drugs act when they are introduced into the body.	DTORCD
1316	Geoengineering	One country's experiments could have devastating effects on other countries and the global climate system .	If countries deploy geoengineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	HS
1317	Geoengineering	At the same time, geoengineering is vulnerable to mismanagement and may have consequences that are unacceptable to society.	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	HS
1318	Geoengineering	"""Reducing greenhouse gas emissions is therefore likely a safer option than geoengineering to avert risks to global food security."""	And therefore we believe that the safest option how to reduce risks in global food security is to reduce emissions of greenhouse gases.	HS
1319	Geoengineering	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	NS
1320	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	Geoengineering poses tremendous risks to biodiversity and ecosystems depended upon for food, livelihood and survival by marginalized local and indigenous communities in developing countries.	NS
1321	Geoengineering	But such so-called sunshade geoengineering could have unintended consequences for climate, and especially for precipitation.	Across all four models tested, the researchers showed that geoengineering could lead to adverse effects on the Earth's climate, including a reduction in global rainfall.	HS
1322	Geoengineering	But such so-called sunshade geoengineering could have unintended consequences for climate, and especially for precipitation.	If countries deploy geoengineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	HS
1323	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	NS
1324	Geoengineering	"Risks include widespread drought, substantial ozone depletion, disrupting the ""global atmospheric electrical circuit,"" and even increasing greenhouse gases because of chemical changes to the atmosphere."	The recent United Nations climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	NS
1325	Geoengineering	These extreme geoengineering approaches are potentially hazardous, however, as blocking sunlight can alter rainfall patterns and even damage the ozone layer , Moore says.	The deployment of geoengineering technologies may present the only chance for some especially vulnerable ecosystems to maintain their integrity in the face of irreversible damage.	NS
1326	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	SS
1327	Geoengineering	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	SS
1328	Geoengineering	the beneficiaries of biofuels in Africa primarily will be those who use urban transportation.	This article reviews the technique, indications, benefits, and limitations of pre-implantation genetic testing in clinical practice.	DTORCD
1329	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	"Risks include widespread drought, substantial ozone depletion, disrupting the ""global atmospheric electrical circuit,"" and even increasing greenhouse gases because of chemical changes to the atmosphere."	NS
1330	Geoengineering	In Canada, offshore drilling is a major factor of life, especially in the Canadian Arctic.	AR.Drone generates its own Wi-Fi network (no need for an Internet connection nor a router) at which you simply connect an i Pod touch or i Phone.	DTORCD
1331	Geoengineering	Ocean fertilisation could damage ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	NS
1332	Geoengineering	But there is substantial agreement that the impacts could become dangerous over the decades ahead.	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	SS
1333	Geoengineering	Precedents for International Liability Researchers have identified many possible effects of solar geoengineering that could pose risks across international borders.	He added that non-public SRM research would exacerbate international mistrust about unilateral control, provoking such disputes and potentially sparking a proliferation of similarly closed programs.	NS
1334	Geoengineering	114 Even if there are not extreme consequences, reduced evaporation (and hence precipitation) is a likely consequence with possible negative effects on freshwater availability.115	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	NS
1335	Geoengineering	For people and biodiversity, impacts would likely be massive as well, and immediate and possibly irreversible.	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	DTORCD
1336	Geoengineering	Geoengineering poses tremendous risks to biodiversity and ecosystems depended upon for food, livelihood and survival by marginalized local and indigenous communities in developing countries.	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	NS
1337	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	SS
1338	Geoengineering	One country's experiments could have devastating effects on other countries and the global climate system .	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	HS
1339	Geoengineering	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	However, to date there has been very little research carried out to evaluate the potential hazards of geoengineering schemes on these sensitive ecosystems.	NS
1340	Geoengineering	They are also very clear that the real solution to the problem of global warming is to cut greenhouse gas pollution.	srfingerbut if its cheap and easy to treat the symptoms, then do you really need to create incredibly disruptive and costly regulations to treat the disease?	DTORCD
1341	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	SS
1342	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Current antiretroviral therapies are expensive, have unpleasant side effects and do not provide a fully effective cure; nevertheless, they do dramatically increase survival rates.	DTORCD
1343	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	However, to date there has been very little research carried out to evaluate the potential hazards of geoengineering schemes on these sensitive ecosystems.	NS
1344	Geoengineering	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	NS
1345	Geoengineering	"The report notes that such methods ""could substantially influence the climate within months"" but may generate ""serious unintended consequences""."	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	HS
1346	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	The recent United Nations climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	NS
1347	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	SS
1348	Geoengineering	"""I don't want to say I'm anti-drone, but I'll say they raise a lot of health and safety concerns that we are very concerned about."""	In terms of persuading people, Paltell said, science, medicine and ethics can help strengthen the case for using adult stem cells instead of embryonic ones.	DTORCD
1349	Geoengineering	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	NS
1350	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	NS
1351	Geoengineering	The deployment of geoengineering technologies may present the only chance for some especially vulnerable ecosystems to maintain their integrity in the face of irreversible damage.	If countries deploy geo-engineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	NS
1352	Geoengineering	114 Even if there are not extreme consequences, reduced evaporation (and hence precipitation) is a likely consequence with possible negative effects on freshwater availability.115	The deployment of geoengineering technologies may present the only chance for some especially vulnerable ecosystems to maintain their integrity in the face of irreversible damage.	NS
1353	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	HS
1354	Geoengineering	As a result, they may attempt quite dangerous road crossings.	Natural Resources Researchers within the group are focusing on forestry and oil exploitation management and to a sustainable use of the remaining oil resources.	DTORCD
1355	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	Ultimately, the hazards posed by geoengineering might be minor in comparison to the hazards posed by unmitigated climate change.	SS
1356	Geoengineering	But such so-called sunshade geoengineering could have unintended consequences for climate, and especially for precipitation.	srfingerbut if its cheap and easy to treat the symptoms, then do you really need to create incredibly disruptive and costly regulations to treat the disease?	DTORCD
1357	Geoengineering	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	SS
1358	Geoengineering	For people and biodiversity, impacts would likely be massive as well, and immediate and possibly irreversible.	Ocean fertilisation could cause damage to ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	SS
1359	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	SS
1360	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	If countries deploy geo-engineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	SS
1361	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	NS
1362	Geoengineering	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	HS
1363	Geoengineering	But there is substantial agreement that the impacts could become dangerous over the decades ahead.	"Risks include widespread drought, substantial ozone depletion, disrupting the ""global atmospheric electrical circuit,"" and even increasing greenhouse gases because of chemical changes to the atmosphere."	SS
1364	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	NS
1365	Geoengineering	Same goes for the documents one create; they're stored on a collection of servers accessed via the Internet.	A fuel cell vehicle also requires a reliable supply of air (oxygen) for the electrochemical reaction within the fuel cell.	DTORCD
1366	Geoengineering	"The report notes that such methods ""could substantially influence the climate within months"" but may generate ""serious unintended consequences""."	In particular, any further devastating climate impacts, particularly to vulnerable low-lying developing countries, may draw new calls for geoengineering research or interventions.	NS
1367	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	HS
1368	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	The consequences are enormous for human health, tree and plant health (lack of photosynthesis), oceans, weather, climate, solar power production, and crop production.	SS
1369	Geoengineering	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	Current antiretroviral therapies are expensive, have unpleasant side effects and do not provide a fully effective cure; nevertheless, they do dramatically increase survival rates.	DTORCD
1370	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	Moreover, deliberately meddling with the climate system to counteract our prior inadvertent interference could have disastrous unintended side effects.	HS
1371	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	NS
1372	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	SS
1373	Geoengineering	114 Even if there are not extreme consequences, reduced evaporation (and hence precipitation) is a likely consequence with possible negative effects on freshwater availability.115	srfingerbut if its cheap and easy to treat the symptoms, then do you really need to create incredibly disruptive and costly regulations to treat the disease?	DTORCD
1374	Geoengineering	In particular, any further devastating climate impacts, particularly to vulnerable low-lying developing countries, may draw new calls for geoengineering research or interventions.	The deployment of geoengineering technologies may present the only chance for some especially vulnerable ecosystems to maintain their integrity in the face of irreversible damage.	HS
1375	Geoengineering	It is the perfect excuse: Geoengineering offers governments an option other than reducing emissions and protecting biodiversity.	Biomass and biochar As vegetation grows it removes large quantities of carbon from the atmosphere during photosynthesis.	DTORCD
1376	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	And in particular, if this is a vulnerable region with subsistence farming prevailing, then this may pose a risk to food security on the local scale.	DTORCD
1377	Geoengineering	I am a proponent of medical research to find cures for various diseases.	"""The morning traffic copter is a horrid waste of money when you think that a helicopter is $4 million,"" Waite said."	DTORCD
1378	Geoengineering	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	HS
1379	Geoengineering	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	NS
1380	Geoengineering	Precedents for International Liability Researchers have identified many possible effects of solar geoengineering that could pose risks across international borders.	"scientists warn that ""it could have unpredictable, disastrous consequences for the Earth's weather systems and food supplies,"" the Guardian notes."	HS
1381	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Moreover, deliberately meddling with the climate system to counteract our prior inadvertent interference could have disastrous unintended side effects.	HS
1382	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	NS
1383	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	"The report notes that such methods ""could substantially influence the climate within months"" but may generate ""serious unintended consequences""."	SS
1384	Geoengineering	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	The recent United Nations climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	HS
1385	Geoengineering	There is precedent for governing dangerous human inventions, such as ozone depleting substances and nuclear weapons.	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	NS
1386	Geoengineering	If you don't know your local rules, you'll be unable to recycle to the best of your abilities.	Just because human is the most powerful creature he doesn't have any right to kill animal or try experiment on them.	DTORCD
1387	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	The recent UN climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	DTORCD
1388	Geoengineering	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	The recent United Nations climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	NS
1389	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	SS
1390	Geoengineering	"The report notes that such methods ""could substantially influence the climate within months"" but may generate ""serious unintended consequences""."	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	HS
1391	Geoengineering	At the same time, geoengineering is vulnerable to mismanagement and may have consequences that are unacceptable to society.	"Risks include widespread drought, substantial ozone depletion, disrupting the ""global atmospheric electrical circuit,"" and even increasing greenhouse gases because of chemical changes to the atmosphere."	SS
1392	Geoengineering	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	SS
1393	Geoengineering	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	The recent UN climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	NS
1394	Geoengineering	However, it concluded that unless major cuts to greenhouse gas emissions are made soon, geoengineering technologies may become necessary.	They are also very clear that the real solution to the problem of global warming is to cut greenhouse gas pollution.	HS
1395	Geoengineering	"Globally, economies are strained as companies and governments alike seek to ""do more with less."""	"( source ) Geoengineering Vision-Application for Space Solar Power ""Geoengineering is defined as the use of technology to interact with the global environment."	DTORCD
1396	Geoengineering	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	NS
1397	Geoengineering	However, it concluded that unless major cuts to greenhouse gas emissions are made soon, geoengineering technologies may become necessary.	The deployment of geoengineering technologies may present the only chance for some especially vulnerable ecosystems to maintain their integrity in the face of irreversible damage.	SS
1398	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	If countries deploy geo-engineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	HS
1399	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	Current antiretroviral therapies are expensive, have unpleasant side effects and do not provide a fully effective cure; nevertheless, they do dramatically increase survival rates.	DTORCD
1400	Geoengineering	Some environmentalists even fear the technology could be weaponized and used to create disastrous weather patterns.	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	NS
1401	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	Across all four models tested, the researchers showed that geoengineering could lead to adverse effects on the Earth's climate, including a reduction in global rainfall.	NS
1402	Geoengineering	For people and biodiversity, impacts would likely be massive as well, and immediate and possibly irreversible.	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	SS
1403	Geoengineering	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	However, to date there has been very little research carried out to evaluate the potential hazards of geoengineering schemes on these sensitive ecosystems.	HS
1404	Geoengineering	In a time when obesity is on the rise, perhaps GMO is a better option for some families though.	Enel Green Power is a leading world-wide developer and owner of geothermal plants with more than 100 years of experience in the field.	DTORCD
1405	Geoengineering	Moreover, deliberately meddling with the climate system to counteract our prior inadvertent interference could have disastrous unintended side effects.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	HS
1406	Geoengineering	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	He added that non-public SRM research would exacerbate international mistrust about unilateral control, provoking such disputes and potentially sparking a proliferation of similarly closed programs.	NS
1407	Geoengineering	Ocean fertilisation could damage ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	The recent United Nations climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	NS
1408	Geoengineering	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	NS
1409	Gmo	In fact research has linked GMOs to several health problems including cancer, Morgellons disease, and organ damage.	Meanwhile, a growing body of evidence connects GMOs with health problems, environmental damage and violation of farmers' and consumers' rights.	SS
1410	Gmo	Therefore, while GMOs can potentially address nutritional deficiencies, we must keep in mind the potential risks of altering food products drastically.	Some have called GMOs morally irresponsible and attribute genetically engineered food to conditions such as obesity, cancer, infertility, genetic defects, and the prevalence of food allergies.	SS
1411	Gmo	The effects of mass production can have severe repercussions to the overall environment by depleting nutrients and sources.	"Studies have shown that GMOs possibly cause longterm GI tract disease and can lead to the creation of ""superweeds""."	NS
1412	Gmo	They claimed Bt toxin, would be completely destroyed in the human digestive system and would have no possible impact on animals and humans.	Some potential consequences that GMO advocates need to consider are that people who eat GMO foods can create chronic diseases that might not be treatable.	NS
1413	Gmo	However, in the U.S. there is a dearth of public awareness of the potentially harmful repercussions of GMO products.	I have no doubt, however, that the technology is nowhere near perfected, and has the potential to cause harm to many different systems of our environment.	NS
1414	Gmo	GMOs are connected with health problems, environmental damage and violation of farmers' and consumers' rights.	2. Environmental and Animal Health Genetically engineered crops can cause a variety of destructive problems on the surrounding environment.	HS
1415	Gmo	That process poses significant challenges given the prevalence of GMO crops and the fact that most non-GMO crops are either organic or exports.	Unfortunately, because of the increased proliferation of GMOs over the last 15 years, there is a growing contamination risk to all non-GMOcrops, including organic.	NS
1416	Gmo	"Studies have shown that GMOs possibly cause longterm GI tract disease and can lead to the creation of ""superweeds""."	Boulder County has now developed a cropland policy, which outlines that GMO crops should be allowed with limitations, only if the benefits outweigh the risks.	NS
1417	Gmo	Such levels of inequality might eventually drive our civilization to collapse .	These cases turned out to be from microbes that are present in the ambient environment but do not represent a threat to humans.	DTORCD
1418	Gmo	Fact: GMOs usually require more pesticides that end up polluting groundwater and damaging soil.	That process poses significant challenges given the prevalence of GMO crops and the fact that most non-GMO crops are either organic or exports.	NS
1419	Gmo	There are potential consequences that GMO advocates need to consider when introducing new organisms into our environment.	Meanwhile, a growing body of evidence connects GMOs with health problems, environmental damage and violation of farmers' and consumers' rights.	SS
1420	Gmo	They claimed Bt toxin, would be completely destroyed in the human digestive system and would have no possible impact on animals and humans.	The food industry in the US is wracked with a broad variety of potential hazards and WFM is particularly vulnerable because its customers expect higher quality.	NS
1421	Gmo	Fact: Wind often causes GMO crops to drift into neighboring fields, trespassing on, and contaminating GMO-free farms.	Finding non-GMO soybean seed becoming more difficult Fewer breeding programs for non-GMO soybeans are reducing supplies despite strong demand.	SS
1422	Gmo	Finding non-GMO soybean seed becoming more difficult Fewer breeding programs for non-GMO soybeans are reducing supplies despite strong demand.	"Lately, the emergence of ""super weeds"" resistant to Roundup require more toxic herbicides to be applied to crops."	NS
1423	Gmo	2. Environmental and Animal Health Genetically engineered crops can cause a variety of destructive problems on the surrounding environment.	"Studies have shown that GMOs possibly cause longterm GI tract disease and can lead to the creation of ""superweeds""."	SS
1424	Gmo	17) GM crops poison useful insects, which become more prone to deadly infections and disease.	They claimed Bt toxin, would be completely destroyed in the human digestive system and would have no possible impact on animals and humans.	NS
1425	Gmo	Therefore, while GMOs can potentially address nutritional deficiencies, we must keep in mind the potential risks of altering food products drastically.	The food industry in the US is wracked with a broad variety of potential hazards and WFM is particularly vulnerable because its customers expect higher quality.	NS
1426	Gmo	[9] - GMO producers can actually sue farmers whose crops are infected by GMO contaminates for intellectual property theft.	Boulder County has now developed a cropland policy, which outlines that GMO crops should be allowed with limitations, only if the benefits outweigh the risks.	NS
1427	Gmo	Revenues and expenses of the Geothermal Risk Mitigation Programme 46 3.3.3	Their food service staff has implemented a zero waste cafeteria which has dramatically reduced the amount of waste generated from their kitchen.	DTORCD
1428	Gmo	But, like I said, if it ever becomes proven that GMO's have adverse effects on people, they definitely need to be labelled.	They claimed Bt toxin, would be completely destroyed in the human digestive system and would have no possible impact on animals and humans.	NS
1429	Gmo	But the HGP also lists concerns, including potential human health impacts, such as allergens and transfer of antibiotic resistance markers.	Epidemiological longitudinal studies comparing two groups (those exposed to GMOs and a control that is not) could show potential health benefits and risks.	NS
1430	Gmo	Terminator genes threaten to wipe out native populations of wild food crops.	"Widely-used Big Ag materials such as Monsanto ""Roundup Ready"" GMO crops (and their requisite accompanying herbicide) damage soil, water supplies, beneficial insects, and humans."	SS
1431	Gmo	Therefore, while GMOs can potentially address nutritional deficiencies, we must keep in mind the potential risks of altering food products drastically.	Epidemiological longitudinal studies comparing two groups (those exposed to GMOs and a control that is not) could show potential health benefits and risks.	SS
1432	Gmo	Not only have GMO foods been found to contribute to several environmental hazards, the number of health hazards directly linked to GMO foods is overwhelming.	Boulder County has now developed a cropland policy, which outlines that GMO crops should be allowed with limitations, only if the benefits outweigh the risks.	NS
1433	Gmo	"In addition, the risk of contamination to seeds, crops, ingredients and products is too high to reliably claim that a product is ""GMO free."""	While only conventional farmers can intentionally plant GMOcorn, with the proliferation of GMOcorn both conventional and to a lesser degree organic are at risk of GMO contamination.	SS
1434	Gmo	The GMO industry has used the scare tactic that GMO labeling will increase the cost of food for consumers.	The food companies also generally have refused voluntarily labeling, saying it is costly and will give consumers a misconception that GMOs are harmful.	HS
1435	Gmo	17) GM crops poison useful insects, which become more prone to deadly infections and disease.	While only conventional farmers can intentionally plant GMOcorn, with the proliferation of GMOcorn both conventional and to a lesser degree organic are at risk of GMO contamination.	NS
