	topic	sentence_1	sentence_2	label
1958	Nanotechnology	"""Nanotechnology will help drive our innovation economy while improving the environment, health, and a wide range of products."""	Now, surgeons only have to make small incisions in which protect the body from possible infection and also allows faster recovery time.	DTORCD
1959	Nanotechnology	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	Potential applications include active and catalytic filtration of hazardous gases and industrial toxic chemicals as well as anti-counterfeiting devices.	NS
1960	Nanotechnology	How Will Medical Nanotechnologies Reduce Adverse Clinical Reactions and Decrease Total Patient Care Cost?	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	NS
1961	Nanotechnology	"""Nanotechnology will help drive our innovation economy while improving the environment, health, and a wide range of products."""	There is demand for diagnostic tools that improve accuracy and reduce the time investment of patients and medical professionals.	NS
1962	Nanotechnology	But the very same features that give rise to new opportunities may also generate new risks.	For instance the same properties that make nanotechnology so promising may also entail new risks to human health and the environment.	HS
1963	Nanotechnology	Negative gas pressure can occur if too much gas is removed or leaked.	"""Dogemas is a magical time, but the hacking of Dogewallet and Instadoge ruined many shibes' holiday,"" the campaigners wrote."	DTORCD
1964	Nanotechnology	While new technologies often do provide solutions to pressing issues, they also can exacerbate other social problems or create entirely new ones.	In addition, although limited research has been conducted to date, nanomaterials are conceived to have certain human health risks that could evolve into costly litigation claims.[24]	SS
1965	Nanotechnology	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	An important advantage of nanotechnology will be its ability to enable and improve upon other technologies, including RNA interference, gene delivery, and proteomics.	NS
1966	Nanotechnology	An important advantage of nanotechnology will be its ability to enable and improve upon other technologies, including RNA interference, gene delivery, and proteomics.	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	NS
1967	Nanotechnology	An important advantage of nanotechnology will be its ability to enable and improve upon other technologies, including RNA interference, gene delivery, and proteomics.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	NS
1968	Nanotechnology	Private investors are valuable resources that have the unique ability to partner with a company and a company's management.	Nanotechnology holds tremendous potential -- for improvements in health care, the production of clean water and energy, and for continued advances in our IT infrastructure.	DTORCD
1969	Nanotechnology	How Will Medical Nanotechnologies Reduce Adverse Clinical Reactions and Decrease Total Patient Care Cost?	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	NS
1970	Nanotechnology	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	HS
1971	Nanotechnology	Further, some individuals fear that certain products created by nanotechnology might have health risks, or a negative environmental impact.	While new technologies often do provide solutions to pressing issues, they also can exacerbate other social problems or create entirely new ones.	NS
1972	Nanotechnology	The nanotechnology enabled testing will be faster, more comprehensive, and less invasive than traditional screening methods.	There are even speculations that advanced technologies will eventually allow us to 'upload' our minds, thus enabling immortality and survival without biological roots.	NS
1973	Nanotechnology	"""Nanotechnology will help drive our innovation economy while improving the environment, health, and a wide range of products."""	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	SS
1974	Nanotechnology	Now, surgeons only have to make small incisions in which protect the body from possible infection and also allows faster recovery time.	This investment has already yielded many discoveries in the field, and it is broadening opportunities for nanotechnology in drug discovery and research.	DTORCD
1975	Nanotechnology	So it can be anything you want it to be.	The US-based Organic Crop Improvement Association has added a clause in their organic standard to regulate the use of nanotechnology.	DTORCD
1976	Nanotechnology	There is demand for diagnostic tools that improve accuracy and reduce the time investment of patients and medical professionals.	New opportunities to traditional and new industries Chemicals and materials are the areas in which nanotechnology will have the greatest impact in the short term.	DTORCD
1977	Nanotechnology	There is demand for diagnostic tools that improve accuracy and reduce the time investment of patients and medical professionals.	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	HS
1978	Nanotechnology	Many of the same novel properties that give nanotechnologies the capacity to transform medicines, materials, and consumer products, may also present novel risks.	The collaboration among government research institutions and industries could also lower the R&D development cost for industry and accelerate the adoption of nanotechnology.	NS
1979	Nanotechnology	The biogas production infrastructure is located next to the biogas bus dept, facilitating logistics.	Failure Condition : The cloud-provider fails to execute the request at all or in part.	DTORCD
1980	Nanotechnology	It provides the ability to create materials, devices and systems with fundamentally new functions and properties.	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	NS
1981	Nanotechnology	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	DTORCD
1982	Nanotechnology	The nanotechnology enabled testing will be faster, more comprehensive, and less invasive than traditional screening methods.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	NS
1983	Nanotechnology	Private investors are valuable resources that have the unique ability to partner with a company and a company's management.	Researchers are developing customized nanoparticles the size of molecules that can deliver drugs directly to diseased cells in your body.	DTORCD
1984	Nanotechnology	The wide range of potential products and applications gives nanotechnology its enormous growth prospects.	Companies have developed nanotech solar cells that can be manufactured at significantly lower cost than conventional solar cells.	NS
1985	Nanotechnology	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	There are even speculations that advanced technologies will eventually allow us to 'upload' our minds, thus enabling immortality and survival without biological roots.	NS
1986	Nanotechnology	Nanotechnology Development Nanotechnology Development Finance Nanotechnologies has vast new applications for solving major problems and creating opportunities for the human race.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	SS
1987	Nanotechnology	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	New opportunities to traditional and new industries Chemicals and materials are the areas in which nanotechnology will have the greatest impact in the short term.	NS
1988	Nanotechnology	Numerous novel nanotechnology applications with more radical capabilities and implications are foreseen across the economy, including in aerospace, construction, electronics, environment, medicine, and security.	Nanotechnology holds tremendous potential -- for improvements in health care, the production of clean water and energy, and for continued advances in our IT infrastructure.	SS
1989	Nanotechnology	Nanotechnology in Electronics - Nanotechnology increases the capabilities of electronics devices while reducing their weight and power consumption.	In the last few years, the versatile opportunities of nanotechnology predominantly received recognition in the areas of improved efficiency, resource conservation and more sustainable production mechanisms.	NS
1990	Nanotechnology	"""Nanotechnology will help drive our innovation economy while improving the environment, health, and a wide range of products."""	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	SS
1991	Nanotechnology	"He added that it may be ""very difficult to detect its presence,"" unless one has the special tools for nanotechnology."	Both frames including health risks and multiple kinds of risks about nanotechnology increased the percentages believing that risks will exceed or be equal to benefits.	NS
1992	Nanotechnology	Nanotechnology in Electronics - Nanotechnology increases the capabilities of electronics devices while reducing their weight and power consumption.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	NS
1993	Nanotechnology	The stronger we can build materials the less likely natural disasters will be to include loss of life.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	DTORCD
1994	Nanotechnology	Smaller, thinner arms coupled with longer instrument shafts permit greater range of motion and more flexibility than ever before.	3Embryos Are Human Beings The overriding objection to embryonic stem cell research is that in order to obtain these cells, a human life must be terminated.	DTORCD
1995	Nanotechnology	Nanotechnology in Electronics - Nanotechnology increases the capabilities of electronics devices while reducing their weight and power consumption.	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	NS
1996	Nanotechnology	Lack of Effects Data Given how little time has elapsed since the inception of nanotechnology, the lack of knowledge about its adverse effects is not surprising.	Criticism of nanotechnology includes ethical issues, potential risks, and possible disasters that range from significant disruption of national economies to the complete destruction of our planet.	NS
1997	Nanotechnology	Nanotechnology has potential applications in many sectors of the global economy, including consumer products, healthcare, transportation, energy and agriculture.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	SS
1998	Nanotechnology	An important advantage of nanotechnology will be its ability to enable and improve upon other technologies, including RNA interference, gene delivery, and proteomics.	The collaboration among government research institutions and industries could also lower the R&D development cost for industry and accelerate the adoption of nanotechnology.	NS
1999	Nanotechnology	Rapid Development The current age is characterized by accelerating technological development, and nanotechnology is developing extraordinarily rapidly.	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	NS
2000	Nanotechnology	The nanotechnology enabled testing will be faster, more comprehensive, and less invasive than traditional screening methods.	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	NS
2001	Nanotechnology	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	In the last few years, the versatile opportunities of nanotechnology predominantly received recognition in the areas of improved efficiency, resource conservation and more sustainable production mechanisms.	NS
2002	Nanotechnology	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	Nanotechnology holds tremendous potential -- for improvements in health care, the production of clean water and energy, and for continued advances in our IT infrastructure.	SS
2003	Nanotechnology	Smart Energy Savings State-of-the-art energy saving products like Icynene insulation come standard.	Rangers have seen a large increase in the use of drones within the park.	DTORCD
2004	Nanotechnology	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	Future near and medium term applications are seen in informatics, drug delivery, tissue engineering, medical diagnostics and implants and in novel materials.	NS
2005	Nanotechnology	Further, some individuals fear that certain products created by nanotechnology might have health risks, or a negative environmental impact.	In addition, although limited research has been conducted to date, nanomaterials are conceived to have certain human health risks that could evolve into costly litigation claims.[24]	SS
2006	Nanotechnology	For instance the same properties that make nanotechnology so promising may also entail new risks to human health and the environment.	"""We also need to establish a parallel R&D [research and development] efforts on the health and environmental risks of nanotechnology products, life-cycle assessments and social impacts."	SS
2007	Nanotechnology	This investment has already yielded many discoveries in the field, and it is broadening opportunities for nanotechnology in drug discovery and research.	Future near and medium term applications are seen in informatics, drug delivery, tissue engineering, medical diagnostics and implants and in novel materials.	SS
2008	Nanotechnology	The nanotechnology enabled testing will be faster, more comprehensive, and less invasive than traditional screening methods.	An important advantage of nanotechnology will be its ability to enable and improve upon other technologies, including RNA interference, gene delivery, and proteomics.	SS
2009	Nanotechnology	Additional potential dangers of molecular nanotechnology threaten the economy, environment, human rights, and world peace.	Criticism of nanotechnology includes ethical issues, potential risks, and possible disasters that range from significant disruption of national economies to the complete destruction of our planet.	HS
2010	Nanotechnology	The collaboration among government research institutions and industries could also lower the R&D development cost for industry and accelerate the adoption of nanotechnology.	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	NS
2011	Nanotechnology	There is demand for diagnostic tools that improve accuracy and reduce the time investment of patients and medical professionals.	Nanodevices will ultimately have an enormous impact on our ability to enhance energy conversion, produce food, control pollution, and improve human health and longevity.	NS
2012	Nanotechnology	The collaboration among government research institutions and industries could also lower the R&D development cost for industry and accelerate the adoption of nanotechnology.	Numerous novel nanotechnology applications with more radical capabilities and implications are foreseen across the economy, including in aerospace, construction, electronics, environment, medicine, and security.	NS
2013	Nanotechnology	Our institution is located in a region of California with limited access to higher education and one of the fastest growing populations in the State.	Many competing manufacturers are developing disparate smart home systems and technologies, as can be seen in a cursory glance at Amazon's new home automation storefront.	DTORCD
2014	Nanotechnology	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	HS
2015	Nanotechnology	Tomorrow's nano world promises pollution-free energy, potent cancer and Alzheimer's treatments, and faster, smaller, cheaper computers.	Nanodevices will ultimately have an enormous impact on our ability to enhance energy conversion, produce food, control pollution, and improve human health and longevity.	SS
2016	Nanotechnology	Nanotechnology can enable sensors to detect very small amounts of chemical vapors.	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	NS
2017	Nanotechnology	Companies have developed nanotech solar cells that can be manufactured at significantly lower cost than conventional solar cells.	The report calls for a significantly revamped national strategic plan that will minimize potential risks so that innovation will flourish and society will reap nanotechnology's benefits.	NS
2018	Nanotechnology	Future near and medium term applications are seen in informatics, drug delivery, tissue engineering, medical diagnostics and implants and in novel materials.	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	SS
2019	Nanotechnology	The total number of research studies dealing with adverse effects of nanotechnology is small, but growing.	Lack of Effects Data Given how little time has elapsed since the inception of nanotechnology, the lack of knowledge about its adverse effects is not surprising.	HS
2020	Nanotechnology	However, a number of improved and innovative solutions in the areas of Disaster Relief and Development Cooperation are now also on the market.	The collaboration among government research institutions and industries could also lower the R&D development cost for industry and accelerate the adoption of nanotechnology.	DTORCD
2021	Nanotechnology	In other words, therapeutic cloning may not always produce matched tissues.	It is very powerful... are will matured these days and can be used to run online shopping portal of any... from your users.	DTORCD
2022	Nanotechnology	Concerns about nanotechnology's potential adverse effects relate to both exposure and toxicity.	Lack of Effects Data Given how little time has elapsed since the inception of nanotechnology, the lack of knowledge about its adverse effects is not surprising.	HS
2023	Nanotechnology	The goal is to accelerate the commercialization of nanotechnology enabled solutions that will meet existing consumer demand.	Nanotechnology holds tremendous potential -- for improvements in health care, the production of clean water and energy, and for continued advances in our IT infrastructure.	SS
2024	Nanotechnology	Many of the same novel properties that give nanotechnologies the capacity to transform medicines, materials, and consumer products, may also present novel risks.	Numerous novel nanotechnology applications with more radical capabilities and implications are foreseen across the economy, including in aerospace, construction, electronics, environment, medicine, and security.	NS
2025	Nanotechnology	Numerous novel nanotechnology applications with more radical capabilities and implications are foreseen across the economy, including in aerospace, construction, electronics, environment, medicine, and security.	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	HS
2026	Nanotechnology	The wide range of potential products and applications gives nanotechnology its enormous growth prospects.	The report calls for a significantly revamped national strategic plan that will minimize potential risks so that innovation will flourish and society will reap nanotechnology's benefits.	NS
2027	Nanotechnology	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	The report calls for a significantly revamped national strategic plan that will minimize potential risks so that innovation will flourish and society will reap nanotechnology's benefits.	SS
2028	Nanotechnology	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	New opportunities to traditional and new industries Chemicals and materials are the areas in which nanotechnology will have the greatest impact in the short term.	HS
2029	Nanotechnology	However, a number of improved and innovative solutions in the areas of Disaster Relief and Development Cooperation are now also on the market.	In the last few years, the versatile opportunities of nanotechnology predominantly received recognition in the areas of improved efficiency, resource conservation and more sustainable production mechanisms.	DTORCD
2030	Nanotechnology	If nanotechnology solutions can be commercialised it can transform entire industries and substantially improve the way we live.	Nanodevices will ultimately have an enormous impact on our ability to enhance energy conversion, produce food, control pollution, and improve human health and longevity.	HS
2031	Nanotechnology	"For the ""Internet of Things"" to reach its full potential, global organizations must work together."	Maintaining a capable, robust, public health laboratory system that is linked with public health emergency response is a vital component of biosurveillance.	DTORCD
2032	Nanotechnology	"""Nanotechnology will help drive our innovation economy while improving the environment, health, and a wide range of products."""	This green nanotechnology described as the development of clean technologies to minimize potential environment and human health risks with the use of nanotechnology products.	HS
2033	Nanotechnology	Nanotechnology in Electronics - Nanotechnology increases the capabilities of electronics devices while reducing their weight and power consumption.	Companies have developed nanotech solar cells that can be manufactured at significantly lower cost than conventional solar cells.	SS
2034	Nanotechnology	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	Numerous novel nanotechnology applications with more radical capabilities and implications are foreseen across the economy, including in aerospace, construction, electronics, environment, medicine, and security.	HS
2035	Nanotechnology	Nanotechnology has potential applications in many sectors of the global economy, including consumer products, healthcare, transportation, energy and agriculture.	Nanotechnology holds tremendous potential -- for improvements in health care, the production of clean water and energy, and for continued advances in our IT infrastructure.	HS
2036	Nanotechnology	Future near and medium term applications are seen in informatics, drug delivery, tissue engineering, medical diagnostics and implants and in novel materials.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	SS
2037	Nanotechnology	Nanotechnology in Electronics - Nanotechnology increases the capabilities of electronics devices while reducing their weight and power consumption.	Of those who have heard a lot about nanotechnology, 46% feel that benefits will outweigh risks and 37% feel risks will outweigh benefits.	NS
2038	Nanotechnology	The argument is that nanotechnology can improve competitiveness and overcome the problems of a slower economy and the associated problems of poverty.	The report calls for a significantly revamped national strategic plan that will minimize potential risks so that innovation will flourish and society will reap nanotechnology's benefits.	NS
2039	Nanotechnology	The principles of green chemistry can be applied to produce safer and more sustainable nanomaterials and more efficient and sustainable nano manufacturing processes.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	SS
2040	Nanotechnology	Nanodevices will ultimately have an enormous impact on our ability to enhance energy conversion, produce food, control pollution, and improve human health and longevity.	New opportunities to traditional and new industries Chemicals and materials are the areas in which nanotechnology will have the greatest impact in the short term.	SS
2041	Nanotechnology	"""Nanotechnology will help drive our innovation economy while improving the environment, health, and a wide range of products."""	Nanotechnology has potential applications in many sectors of the global economy, including consumer products, healthcare, transportation, energy and agriculture.	HS
2042	Nanotechnology	This type of scenario makes it inherently difficult for nanomaterials to capture margin and, consequently, attract VC funding.	In addition, although limited research has been conducted to date, nanomaterials are conceived to have certain human health risks that could evolve into costly litigation claims.[24]	NS
2043	Nanotechnology	The advantages are so great that you can't stop yourself from shopping online just because of a few drawbacks.	Amarr drones do EM damage , and have the second highest speed and tracking but have the lowest damage modifier.	DTORCD
2044	Nanotechnology	Bavaria not only invests in nanotechnology research, but also offers an attractive environment for companies who are already using or harnessing nanotechnology today.	This green nanotechnology described as the development of clean technologies to minimize potential environment and human health risks with the use of nanotechnology products.	NS
2045	Nanotechnology	Many of the same novel properties that give nanotechnologies the capacity to transform medicines, materials, and consumer products, may also present novel risks.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	NS
2046	Nanotechnology	Many of the same novel properties that give nanotechnologies the capacity to transform medicines, materials, and consumer products, may also present novel risks.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	NS
2047	Nanotechnology	There is demand for diagnostic tools that improve accuracy and reduce the time investment of patients and medical professionals.	Through developing and applying knowledge we support our customers in assessing risks, delivering sustainable environmental solutions and responding to emergencies.	DTORCD
2048	Nanotechnology	Nanotechnology Development Nanotechnology Development Finance Nanotechnologies has vast new applications for solving major problems and creating opportunities for the human race.	However, a number of improved and innovative solutions in the areas of Disaster Relief and Development Cooperation are now also on the market.	DTORCD
2049	Nanotechnology	This investment has already yielded many discoveries in the field, and it is broadening opportunities for nanotechnology in drug discovery and research.	Abstract: With rising application of nanotechnology in consumer goods and medical treatments, the global nanotechnology industry will see fast-paced growth in near future.	SS
2050	Nanotechnology	The wide range of potential products and applications gives nanotechnology its enormous growth prospects.	It is believed that more advanced and powerful computers, improved medical treatments and extraordinary items will be made available in future by nanotechnology application.	NS
2051	Nanotechnology	But geothermal energy can be also be used for home heating, agricultural projects such as greenhouses, and snow melting and tourism.	TIMES, Dec. 12, 2011, at A9. 13 Cinnamon P. Carlarne, Arctic Dreams and Geoengineering Wishes: The Collateral Damage of Climate Change, 49 COLUM.	DTORCD
2052	Nanotechnology	Concerns about nanotechnology's potential adverse effects relate to both exposure and toxicity.	"He added that it may be ""very difficult to detect its presence,"" unless one has the special tools for nanotechnology."	NS
2053	Nanotechnology	It provides the ability to create materials, devices and systems with fundamentally new functions and properties.	Through developing and applying knowledge we support our customers in assessing risks, delivering sustainable environmental solutions and responding to emergencies.	DTORCD
2054	Nanotechnology	Future near and medium term applications are seen in informatics, drug delivery, tissue engineering, medical diagnostics and implants and in novel materials.	To lower the cost, innovative R&D could provide value-added materials and processes to the existing manufacturing process or new manufacturing process with lower cost.	NS
2055	Net neutrality	I concluded that Netflix is attempting to leverage net neutrality regulations to gain an anticompetitive price advantage in the marketplace.	In effect, broadband providers would become a common carrier, plagued with the problems that affect all regulated industries, including potential harm to consumers.	NS
2056	Net neutrality	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	Hastings said that without strong net neutrality, big ISPs could demand potentially escalating fees for the interconnection required to deliver high-quality service.	SS
2057	Net neutrality	Comcast denies that blocking users threatens the free flow of information.	Internet providers want unequal, sometimes restricted access and different tiers or speed and access that would benefit those firms while putting consumers at a disadvantage.	SS
2058	Net neutrality	Net neutrality regulation is unnecessary, unjustified, unwarranted, unproductive, unwise, unpopular and unlawful.	The FCC overreach on net neutrality would likely do more harm than good and would set a dangerous precedent for agency overreach to regulate the Internet.	HS
2059	Net neutrality	It protects your ability to access and send any lawful information on the Internet.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
2060	Net neutrality	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	The groups have raised several concerns, with many saying Genachowski's plan provides weaker protections for mobile broadband users than it does for wired users.	NS
2061	Net neutrality	Comcast denies that blocking users threatens the free flow of information.	Hampers New Technologies The high cost of net neutrality could seriously hamper the deployment of new technologies.	NS
2062	Net neutrality	The telecom companies also complain that government regulation may hinder return on investments, deterring them from expanding the broadband infrastructure.	As resources increasingly go multimedia, requiring greater bandwidth, will libraries and content platform providers be saddled with taking on added costs to ensure reliable access?	NS
2063	Net neutrality	Network providers would also be able to restrict gaming access to their own online gaming companies, shutting off any competitors.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
2064	Net neutrality	Market penetration of electric cars is very low.	If you're using active solar energy applications the energy must be used or stored after it is captured.	DTORCD
2065	Net neutrality	Today internet users have open internet, which gives them the ability to access any resource.	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	NS
2066	Net neutrality	Political organizers could be hampered by carriers that block certain apps on our phones to restrict our access to bandwidth.	"""Internet companies fear startups, consumers and innovation will suffer if there is a further movement away from the current 'best efforts' nature of the Internet."	NS
2067	Net neutrality	"Internet service providers claim that they ""cannot bear the costs for the necessary network infrastructure investments without tapping additional revenue streams."""	The consequences of a world without Net Neutrality would be devastating and far-reaching Innovation would be stifled, competition limited and access to information restricted,.	NS
2068	Net neutrality	It protects your ability to access and send any lawful information on the Internet.	If it did happen some people would simply not pay which would reduce your website's potential customer base.	NS
2069	Net neutrality	And it's great for consumers because they can access everything they want online for no extra charge.	If it did happen some people would simply not pay which would reduce your website's potential customer base.	SS
2070	Net neutrality	The ultimate goal is fast, affordable, open Internet access for everyone, everywhere.	Network providers would also be able to restrict gaming access to their own online gaming companies, shutting off any competitors.	NS
2071	Net neutrality	Comcast denies that blocking users threatens the free flow of information.	The result has been an unproductive policy climate of controversy, fear, distrust, uncertainty, and liability that undermines productive investment, economic growth and job creation.	NS
2072	Net neutrality	Business customers would no longer be able to buy business-class Internet access which includes prioritized network access.	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	NS
2073	Net neutrality	And, according to a recent CBS/New York Times poll, 53% of consumers said they would not buy food that has been genetically modified.	But to fully leverage the potential that exists within massive streams of structured and unstructured data, organizations must quickly optimize ad delivery, evaluate campaign	DTORCD
2074	Net neutrality	"""Our bill very simply ensures that consumers can continue to access the content and applications of their choosing online."""	By deregulating those offering broadband Internet access, the FCC had hoped the Internet service providers would increase their investment in infrastructure.	NS
2075	Net neutrality	The telecom companies also complain that government regulation may hinder return on investments, deterring them from expanding the broadband infrastructure.	In effect, broadband providers would become a common carrier, plagued with the problems that affect all regulated industries, including potential harm to consumers.	NS
2076	Net neutrality	The ultimate goal is fast, affordable, open Internet access for everyone, everywhere.	Net neutrality allows everyone to be able to access the internet as well as compete on the internet, as a little company, with other big companies.	SS
2077	Net neutrality	It ensures that all users, whatever their resources, can access the same network in its entirety.	Research has found that users are fast to abandon sites when they experience delays in load time.	NS
2078	Net neutrality	It protects your ability to access and send any lawful information on the Internet.	The entire broadband industry fully supports their customers being free to access lawful Internet content of their choice.	SS
2079	Net neutrality	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	Content providers who won't (or can't) pay a toll will see their sites slowed down, and their applications and devices may not work as well.	NS
2080	Net neutrality	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	This principle ensures that all users, whatever their resources, access the same and whole network, and makes freedom of communication and innovation possible.	SS
2081	Net neutrality	"<> Net neutrality protects consumers under near monopolies ""Consumers Deserve Protection""."	Today internet users have open internet, which gives them the ability to access any resource.	SS
2082	Net neutrality	Most farms have animals and, accordingly, a significant amount of animal manure, which is a great resource for biogas production.	68Fort Lauderdale recently installed CCTV video surveillance cameras along a popular river trail that was plagued by vandals, and in high visibility downtown pedestrian areas.	DTORCD
2083	Net neutrality	Business customers would no longer be able to buy business-class Internet access which includes prioritized network access.	Network providers would also be able to restrict gaming access to their own online gaming companies, shutting off any competitors.	SS
2084	Net neutrality	As resources increasingly go multimedia, requiring greater bandwidth, will libraries and content platform providers be saddled with taking on added costs to ensure reliable access?	The FCC overreach on net neutrality would likely do more harm than good and would set a dangerous precedent for agency overreach to regulate the Internet.	NS
2085	Net neutrality	It also ensures that your potential customer base is as wide as possible.	It is an essential service practiced continually by network operators to ensure that consumers receive high quality, reliable and safe broadband Internet experiences.	NS
2086	Net neutrality	"<> Net neutrality protects consumers under near monopolies ""Consumers Deserve Protection""."	Since it is backed by a billion-dollar corporation able to pay for faster access, Google+ could have rapidly dominated the social media market.	DTORCD
2087	Net neutrality	Moreover, U.S. broadband providers have invested over a trillion dollars in Internet infrastructure, enabling more facilities-based broadband competition than anywhere in the world.	Net neutrality allows everyone to be able to access the internet as well as compete on the internet, as a little company, with other big companies.	NS
2088	Net neutrality	Net neutrality eliminates the ISPs ability to choose what companies get exposure.	It also ensures that your potential customer base is as wide as possible.	NS
2089	Net neutrality	Political organizers could be hampered by carriers that block certain apps on our phones to restrict our access to bandwidth.	The two goals are interconnected; if Comcast pushes too hard against additional regulation, it might hinder its chances with merger review officials.	NS
2090	Net neutrality	Small-business owners benefit from an Internet that allows them to compete directly - not one where they can't afford the price of entry.	Net neutrality allows everyone to be able to access the internet as well as compete on the internet, as a little company, with other big companies.	HS
2091	Net neutrality	"Setting safety standards helps protect communities and wild lands and waters from contamination, and part of ""doing it right."""	Our operational intelligence research finds that monitoring, alerting and notification are the top use cases for deployment, in more than half of organizations.	DTORCD
2092	Net neutrality	"<> Net neutrality protects consumers under near monopolies ""Consumers Deserve Protection""."	Net Neutrality prevents network providers from eliminating competing equipment by making it incompatible with their gateway.	SS
2093	Net neutrality	It allows internet users to access any web content or applications they choose, without restriction or limitation.	The entire broadband industry fully supports their customers being free to access lawful Internet content of their choice.	SS
2094	Net neutrality	Net neutrality eliminates the ISPs ability to choose what companies get exposure.	Net Neutrality prevents network providers from eliminating competing equipment by making it incompatible with their gateway.	SS
2095	Net neutrality	Net neutrality eliminates the ISPs ability to choose what companies get exposure.	It this does not happen, we will create an Internet where only users able to pay for privileged access enjoy the network's full capabilities.	SS
2096	Net neutrality	In effect, broadband providers would become a common carrier, plagued with the problems that affect all regulated industries, including potential harm to consumers.	Opponents of 'Net Neutrality' assert that it would discourage future investment in broadband expansion and innovation, prohibit Internet traffic management, and undermine service quality.	SS
2097	Net neutrality	"<> Net neutrality protects consumers under near monopolies ""Consumers Deserve Protection""."	Support la Quadrature du Net If you can afford it, financial support is of course greatly appreciated.	DTORCD
