	topic	sentence_1	sentence_2	label
716	Electric cars	2. Efficiency and little maintenance Electric cars are considered to be much more efficient than gasoline-powered cars.	LMCO's Electric Cars are affordable and completely free you from spending extra dollars on the maintenance part.	SS
717	Electric cars	Electric cars are environmentally friendly as it reduces air pollution.	<> In terms of air pollution and greenhouse gas emissions , electric cars and trucks are often cleaner than even the most efficient conventional vehicles.	HS
718	Electric cars	He was not able to help save the lives of others, as was his wish.	Prominent scientists have questioned whether growing crops for biofuels produces more greenhouse gases than it prevents.	DTORCD
719	Electric cars	3. Electric cars are much more reliable and require less maintenance than gas-powered cars.	In the past few years, the technology of electric cars has improved a lot, making these vehicles more attractive to people from all over the world.	NS
720	Electric cars	3. Electric cars are much more reliable and require less maintenance than gas-powered cars.	With literally hundreds of moving parts, a petro-fired automobile requires considerably more maintenance than an electric car.	HS
721	Electric cars	3. Electric cars are much more reliable and require less maintenance than gas-powered cars.	Lastly, maintenance costs as a result of new technology and developing skills between mechanics makes electric cars even more of a costly proposition.	SS
722	Electric cars	Electric Car Engine Efficiency In general an electric motor is more efficient than an internal combustion engine.	3) Electric cars cut pollution tremendously Electric motors are 3-4 times more efficient than gasoline engines.	HS
723	Electric cars	Electricity is much cheaper than gas, and the savings will be dramatic  * Electric cars give off no emissions.	Rapid battery development would lead to less expensive electric cars with longer ranges, which would in turn spur faster electrification of the auto industry.	NS
724	Electric cars	Lastly, maintenance costs as a result of new technology and developing skills between mechanics makes electric cars even more of a costly proposition.	Buying A Used Electric Car : A used electric car is a cost effective and viable means to buy an alternative fuel powered car.	NS
725	Electric cars	Electric cars are still more efficient than standard cars with their environmental benefits and cost savings over the life of the car.	In the UK, a Department for Transport report estimated electric cars have 40 percent less carbon and greenhouse gas emissions than conventional vehicles over their lifetime.	SS
726	Electric cars	The smooth ride makes driving fun, but also easier and less stressful.	When you rent electric cars , your trips around the city will be that much more enjoyable.	SS
727	Electric cars	Buying A Used Electric Car : A used electric car is a cost effective and viable means to buy an alternative fuel powered car.	Many people think that electric cars are better than gasoline models, not only because of lower operating costs, but because of quicker acceleration and cleaner air.	SS
728	Electric cars	This allows creation of customer-specific catalogs on which only products suitable for each individual customer are listed.	Furthermore, many haulers and recyclers have experience in providing commercial recycling services that may be helpful as the agency designs its program.	DTORCD
729	Electric cars	LMCO's Electric Cars are affordable and completely free you from spending extra dollars on the maintenance part.	Electric cars are still more efficient than standard cars with their environmental benefits and cost savings over the life of the car.	SS
730	Electric cars	How Green Are Electric Cars?Electric cars do not burn gasoline, so they do not generate harmful emissions at the tailpipe.	Electric cars require far less maintenance, have a fraction of the noise and have a smoother operation than conventional gas powered engines.	NS
731	Electric cars	Improvements in electric infrastructure mean that it is easier to recharge the cells used in electric cars.	Rapid battery development would lead to less expensive electric cars with longer ranges, which would in turn spur faster electrification of the auto industry.	NS
732	Electric cars	Electric cars produce no tailpipe emissions, reduce our dependency on oil, and are cheaper to operate.	Many people think that electric cars are better than gasoline models, not only because of lower operating costs, but because of quicker acceleration and cleaner air.	SS
733	Electric cars	1. Environmentally Friendly Electric cars are extremely economical.	Electric cars are environmentally friendly as it reduces air pollution.	SS
734	Electric cars	Improvements in electric infrastructure mean that it is easier to recharge the cells used in electric cars.	In the past few years, the technology of electric cars has improved a lot, making these vehicles more attractive to people from all over the world.	NS
735	Electric cars	Electric Car Engine Efficiency In general an electric motor is more efficient than an internal combustion engine.	Electric cars are efficient vehicles, too and with greater efficiency, they get higher mileage by using lesser fuel at that and emitting much lesser pollution.	SS
736	Electric cars	With literally hundreds of moving parts, a petro-fired automobile requires considerably more maintenance than an electric car.	For great deals on Automotive Repair, Used Electric Cars inventory, visit our Car Repair Oil Change, Used Electric Cars For Sale dealership.	NS
737	Electric cars	Electric Car Engine Efficiency In general an electric motor is more efficient than an internal combustion engine.	Electric cars require far less maintenance, have a fraction of the noise and have a smoother operation than conventional gas powered engines.	NS
738	Electric cars	But treating the disease during pregnancy may carry health risks for the ... read more Feb.	This means that any pests attempting to eat the corn plant will die since the pesticide is part of every cell of the plant.	DTORCD
739	Electric cars	Research and development focuses on making modern cars that run faster, travel farther, are safer, and are affordable to the general public.	Rapid battery development would lead to less expensive electric cars with longer ranges, which would in turn spur faster electrification of the auto industry.	SS
740	Electric cars	That being said, if you will primarily use the electric car for short in-city commutes, an electric car is an excellent choice.	In the UK, a Department for Transport report estimated electric cars have 40 percent less carbon and greenhouse gas emissions than conventional vehicles over their lifetime.	NS
741	Electric cars	Buying toys for children in the modern shops is easy and convenient.	This gives Tesla the technology, reliability, performance, availability and competitive pricing achieved in a competitive marketplace that delivers billions of batteries every year.	DTORCD
742	Electric cars	For great deals on Automotive Repair, Used Electric Cars inventory, visit our Car Repair Oil Change, Used Electric Cars For Sale dealership.	Or would it..?Electric car as a people's car Electric Cars - Now! Is a collective venture, which will make electric cars affordable to everybody.	DTORCD
743	Electric cars	1. Environmentally Friendly Electric cars are extremely economical.	Electric cars are fashionable, relatively cheap, and of course, environmentally friendly so we can have a safe and clean environment even with relative affordability.	SS
744	Electric cars	By 1920, low-cost cars became more convenient than electric cars, too.	Electric cars are efficient vehicles, too and with greater efficiency, they get higher mileage by using lesser fuel at that and emitting much lesser pollution.	NS
745	Electric cars	Lastly, maintenance costs as a result of new technology and developing skills between mechanics makes electric cars even more of a costly proposition.	Rapid battery development would lead to less expensive electric cars with longer ranges, which would in turn spur faster electrification of the auto industry.	NS
746	Electric cars	I believe electric cars do not necessarily generate less pollution than traditional internal combustion engine cars.	Electric cars require far less maintenance, have a fraction of the noise and have a smoother operation than conventional gas powered engines.	NS
747	Electric cars	The electric motor is much quieter than a conventional engine, therefore the drive feels much smoother.	Many people think that electric cars are better than gasoline models, not only because of lower operating costs, but because of quicker acceleration and cleaner air.	SS
748	Electric cars	Plug-in hybrids can offer increased environmental performance and lower refueling costs compared to conventional vehicles.	Electric cars are efficient vehicles, too and with greater efficiency, they get higher mileage by using lesser fuel at that and emitting much lesser pollution.	SS
749	Electric cars	PMID:25429328Risk factors for developing osteoarthritis include age, previous joint injury, obesity, and a genetic predisposition.	For the population of individuals consenting to donate but found to be unsuitable for the intended recipient, intent to donate upon death will be measured.	DTORCD
750	Electric cars	Electric cars produce no tailpipe emissions, reduce our dependency on oil, and are cheaper to operate.	How Green Are Electric Cars?Electric cars do not burn gasoline, so they do not generate harmful emissions at the tailpipe.	HS
751	Electric cars	The car has an extremely tiny hood, but its interior can easily hold four adults in an efficient and comfortable manner.	But they forget that it takes electricity to recharge batteries and that most of our electricity is generated by burning polluting fossil fuels.	NS
752	Electric cars	By 1920, low-cost cars became more convenient than electric cars, too.	Electricity is much cheaper than gas, and the savings will be dramatic  * Electric cars give off no emissions.	NS
753	Electric cars	3) Electric cars cut pollution tremendously Electric motors are 3-4 times more efficient than gasoline engines.	The instant torque that electric cars offer lets you do all of this much more quickly and easily.	NS
754	Electric cars	Electric car technology is more energy efficient, environmentally friendly and has performance benefits.	Lastly, maintenance costs as a result of new technology and developing skills between mechanics makes electric cars even more of a costly proposition.	NS
755	Electric cars	When you rent electric cars , your trips around the city will be that much more enjoyable.	2. Efficiency and little maintenance Electric cars are considered to be much more efficient than gasoline-powered cars.	NS
756	Electric cars	Electric cars are still more efficient than standard cars with their environmental benefits and cost savings over the life of the car.	Or would it..?Electric car as a people's car Electric Cars - Now! Is a collective venture, which will make electric cars affordable to everybody.	SS
757	Electric cars	Improvements in electric infrastructure mean that it is easier to recharge the cells used in electric cars.	Lastly, maintenance costs as a result of new technology and developing skills between mechanics makes electric cars even more of a costly proposition.	NS
758	Electric cars	Electric cars produce no tailpipe emissions, reduce our dependency on oil, and are cheaper to operate.	Electric cars are efficient vehicles, too and with greater efficiency, they get higher mileage by using lesser fuel at that and emitting much lesser pollution.	SS
759	Electric cars	With literally hundreds of moving parts, a petro-fired automobile requires considerably more maintenance than an electric car.	That being said, if you will primarily use the electric car for short in-city commutes, an electric car is an excellent choice.	NS
760	Electric cars	LMCO's Electric Cars are affordable and completely free you from spending extra dollars on the maintenance part.	With literally hundreds of moving parts, a petro-fired automobile requires considerably more maintenance than an electric car.	HS
761	Electric cars	2. Efficiency and little maintenance Electric cars are considered to be much more efficient than gasoline-powered cars.	Lastly, maintenance costs as a result of new technology and developing skills between mechanics makes electric cars even more of a costly proposition.	NS
762	Electric cars	With current technology, it is not possible to effectively run a car directly from the sun.	They can also gain an extra 2% damage for each level of their racial Drone Specialization skill that is trained.	DTORCD
763	Electric cars	LMCO's Electric Cars are affordable and completely free you from spending extra dollars on the maintenance part.	Or would it..?Electric car as a people's car Electric Cars - Now! Is a collective venture, which will make electric cars affordable to everybody.	NS
764	Electric cars	2. Efficiency and little maintenance Electric cars are considered to be much more efficient than gasoline-powered cars.	These Electric Cars are cheaper and as it operate without extra parts making it more convenient and maintenance free.	HS
765	Electric cars	2. Efficiency and little maintenance Electric cars are considered to be much more efficient than gasoline-powered cars.	<> In terms of air pollution and greenhouse gas emissions , electric cars and trucks are often cleaner than even the most efficient conventional vehicles.	NS
766	Electric cars	Electric cars produce no tailpipe emissions, reduce our dependency on oil, and are cheaper to operate.	In the UK, a Department for Transport report estimated electric cars have 40 percent less carbon and greenhouse gas emissions than conventional vehicles over their lifetime.	HS
767	Electric cars	Plug-in hybrids can offer increased environmental performance and lower refueling costs compared to conventional vehicles.	Or would it..?Electric car as a people's car Electric Cars - Now! Is a collective venture, which will make electric cars affordable to everybody.	NS
768	Electric cars	Those that really don't test on animals can say so by using the following strategies.	The repairs include replacement of the damaged gate valve and trash rack, and installation of new mechanical operators.	DTORCD
769	Electric cars	2. Efficiency and little maintenance Electric cars are considered to be much more efficient than gasoline-powered cars.	In the past few years, the technology of electric cars has improved a lot, making these vehicles more attractive to people from all over the world.	NS
770	Electric cars	Electric cars are still more efficient than standard cars with their environmental benefits and cost savings over the life of the car.	Electric cars are efficient vehicles, too and with greater efficiency, they get higher mileage by using lesser fuel at that and emitting much lesser pollution.	HS
771	Electric cars	With literally hundreds of moving parts, a petro-fired automobile requires considerably more maintenance than an electric car.	These Electric Cars are cheaper and as it operate without extra parts making it more convenient and maintenance free.	HS
772	Electric cars	3) Electric cars cut pollution tremendously Electric motors are 3-4 times more efficient than gasoline engines.	Buying A Used Electric Car : A used electric car is a cost effective and viable means to buy an alternative fuel powered car.	NS
773	Electronic voting	An efficient electronic voting system should have convenient voting procedure and user-friendly execution commands.	(E) A method to securely transmit an electronic ballot to the electronic voting system that ensures the secrecy and integrity of each ballot.	NS
774	Electronic voting	Critics' greatest concern about electronic voting machines, however, is that they might be vulnerable to fraud.	That nightmare sparked a rush toward electronic voting machines, but myriad technical glitches and security flaws in 2004 tarnished that technology's reputation.	SS
775	Electronic voting	"""Trying to defend electronic voting machines is becoming harder and harder,"" Brace said."	They have also shown how DREs can be infected with viruses and how the central vote-tallying machines can be attacked.	SS
776	Electronic voting	It would be desirable to provide an electronic voting system that allows voters to register and vote over a network with minimal security risks.	Electronic voting systems are designed to make things easier for election officials by collecting and processing votes so that election results can be obtained instantaneously.	NS
777	Electronic voting	The process has been streamlined and... Researchers break open voting machines in test of security ... safety systems to biometric scanners and even police handcuffs.	The federal Help America Vote Act orders states to dump punch card and lever machines and provides money to replace them with direct recording electronic machines.	NS
778	Electronic voting	(D) The electronic voting system is able to securely communicate with each member's electronic voting platform.	The process has been streamlined and... Researchers break open voting machines in test of security ... safety systems to biometric scanners and even police handcuffs.	NS
779	Electronic voting	An efficient electronic voting system should have convenient voting procedure and user-friendly execution commands.	(F) The electronic voting system is able to securely transmit a receipt from the electronic voting system to each member who casts an electronic ballot.	NS
780	Electronic voting	The user interface associated with the electronic vote reporting platform enables customization of certain displays of voting results.	(F) The electronic voting system is able to securely transmit a receipt from the electronic voting system to each member who casts an electronic ballot.	NS
781	Electronic voting	Offshore Oil Drilling Offshore Roustabout Jobs Cached nbsp; Similar You +1'd this publicly.nbsp;	Public health surveillance systems should ensure that timeliness can be measured for specific surveillance system processes and in the context of the goals of surveillance.	DTORCD
782	Electronic voting	"""Trying to defend electronic voting machines is becoming harder and harder,"" Brace said."	Critics' greatest concern about electronic voting machines, however, is that they might be vulnerable to fraud.	SS
783	Electronic voting	That nightmare sparked a rush toward electronic voting machines, but myriad technical glitches and security flaws in 2004 tarnished that technology's reputation.	Although this is important, it is far more likely that the designers and programmers accidentally left security holes that could be exploited by an external hacker.	SS
784	Electronic voting	An efficient electronic voting system should have convenient voting procedure and user-friendly execution commands.	Defenders of the paperless machines argue that they are easier to adapt for blind voters because they can be outfitted with audio units.	NS
785	Electronic voting	Electronic voting machines can be made fully accessible for persons with disabilities.	"Additionally, delivering proxy materials electronically and offering an electronic voting option is much faster than the standard ""snail mail"" delivery."	NS
786	Electronic voting	For months now, computer experts have criticized the electronic voting machines, saying they are not much more reliable than home computers.	Third, it is not clear that remote electronic absentee voting systems can offer a comparable level of auditability to polling place systems.	NS
787	Electronic voting	State and local officials are spending a great deal of money on machines without concrete proof that they are secure and reliable.	[13]Demonstrations of electronic voting vulnerability Multiple academics have demonstrated various serious vulnerabilities in all form of electronic voting including DREs and Optical Scan systems.	SS
788	Electronic voting	"To safeguard Indian democracy, Ve TA endorses the following resolution :""Electronic voting machines are inherently subject to programming error, equipment malfunction, and malicious tampering."	* The public also thinks that electronic voting machines are prone to unintentional failures and agreed that they increase the potential for fraud.	SS
789	Electronic voting	Ironically, electronic voting machines were meant to make elections more reliable and secure.	(F) The electronic voting system is able to securely transmit a receipt from the electronic voting system to each member who casts an electronic ballot.	HS
790	Electronic voting	12 kilowatt hours per 100 kilometres gives it a range of 110 kilometres.	The virtual reality system of claim 1 , wherein the virtual reality episode is conducted between a plurality of virtual reality environment user equipment.	DTORCD
791	Electronic voting	Defining requirements for machines At least five different voting technologies will be used November 2: electronic machines, lever machines, paper ballots, optical scanners, and punch cards.	Moreover, these problems shouldn't distract us from the fact that electronic voting machines result in fewer lost votes, and have accessibility advantages that other systems lack.	NS
792	Electronic voting	Another object of the present invention is to provide an electronic voting machine that has an intuitive user interface.	* Touch screen electronic voting machines that include an audio interface allow the visually-impaired to vote without assistance .	SS
793	Electronic voting	Glitches are the least of the potential problems with electronic voting, say some advocates of paper backup systems.	Third, it is not clear that remote electronic absentee voting systems can offer a comparable level of auditability to polling place systems.	SS
794	Electronic voting	An efficient electronic voting system should have convenient voting procedure and user-friendly execution commands.	The general purpose computer can be any type of computer, including without limitation a laptop computer, a tablet computer, a desktop computer, etc.	NS
795	Electronic voting	(D) The electronic voting system is able to securely communicate with each member's electronic voting platform.	Another object of the present invention is to provide an electronic voting machine that has an intuitive user interface.	NS
796	Electronic voting	e Lect Electronic Voting provides secure, instant electronic ballot delivery and access, with options for electronic marking and paper or encrypted electronic ballot return.	It would be desirable to provide an electronic voting system that allows voters to register and vote over a network with minimal security risks.	NS
797	Electronic voting	[13]Demonstrations of electronic voting vulnerability Multiple academics have demonstrated various serious vulnerabilities in all form of electronic voting including DREs and Optical Scan systems.	That's not to say that all paper-based systems are inherently unreliable, any more than problems with electronic systems prove that those systems are inherently unreliable.	SS
798	Electronic voting	(F) The electronic voting system is able to securely transmit a receipt from the electronic voting system to each member who casts an electronic ballot.	The federal Help America Vote Act orders states to dump punch card and lever machines and provides money to replace them with direct recording electronic machines.	NS
799	Electronic voting	Some can cause them pain especially if they go wrong.	Many communities have special programs to collect plastic bags, prescription medicines, electronics, scrap metal, household hazardous wastes and other materials  even athletic shoes!	DTORCD
800	Electronic voting	Aren't electronic voting machines more reliable than other voting systems?	For months now, computer experts have criticized the electronic voting machines, saying they are not much more reliable than home computers.	HS
801	Electronic voting	Aren't electronic voting machines more reliable than other voting systems?	That nightmare sparked a rush toward electronic voting machines, but myriad technical glitches and security flaws in 2004 tarnished that technology's reputation.	SS
802	Electronic voting	The user interface associated with the electronic vote reporting platform enables customization of certain displays of voting results.	The general purpose computer can be any type of computer, including without limitation a laptop computer, a tablet computer, a desktop computer, etc.	NS
803	Electronic voting	(D) The electronic voting system is able to securely communicate with each member's electronic voting platform.	(B) The electronic voting system is secure from, among other things, malicious software and the ability of others to remotely monitor or control the system.	SS
804	Electronic voting	"The scientists also said that machines can transmit computer viruses from one to another ""during normal pre- and post-election activity."""	The trial demonstrated that remote electronic voting for personnel deployed overseas can provide a convenient, reliable and secure method of voting in a federal election.	NS
805	Electronic voting	Another object of the present invention is to provide an electronic voting machine that has an intuitive user interface.	The federal Help America Vote Act orders states to dump punch card and lever machines and provides money to replace them with direct recording electronic machines.	SS
806	Electronic voting	* Touch screen electronic voting machines that include an audio interface allow the visually-impaired to vote without assistance .	The user interface associated with the electronic vote reporting platform enables the plan sponsor to customize certain displays of voting results.	SS
807	Electronic voting	The trial demonstrated that remote electronic voting for personnel deployed overseas can provide a convenient, reliable and secure method of voting in a federal election.	(F) The electronic voting system is able to securely transmit a receipt from the electronic voting system to each member who casts an electronic ballot.	HS
808	Electronic voting	You don't need to own a car; having access to Zipcar actually gets you status.	the Things.IO is the social network of the Internet of Things where users can connect all their online gadgets in a single dashboard.	DTORCD
809	Electronic voting	Electronic voting machines can be made fully accessible for persons with disabilities.	Ironically, electronic voting machines were meant to make elections more reliable and secure.	NS
810	Electronic voting	Glitches are the least of the potential problems with electronic voting, say some advocates of paper backup systems.	Moreover, these problems shouldn't distract us from the fact that electronic voting machines result in fewer lost votes, and have accessibility advantages that other systems lack.	NS
811	Electronic voting	Critics' greatest concern about electronic voting machines, however, is that they might be vulnerable to fraud.	Moreover, these problems shouldn't distract us from the fact that electronic voting machines result in fewer lost votes, and have accessibility advantages that other systems lack.	NS
812	Electronic voting	* Touch screen electronic voting machines that include an audio interface allow the visually-impaired to vote without assistance .	e Lect Electronic Voting provides secure, instant electronic ballot delivery and access, with options for electronic marking and paper or encrypted electronic ballot return.	NS
813	Electronic voting	Third, it is not clear that remote electronic absentee voting systems can offer a comparable level of auditability to polling place systems.	That's not to say that all paper-based systems are inherently unreliable, any more than problems with electronic systems prove that those systems are inherently unreliable.	NS
814	Electronic voting	Security vulnerabilities There have long been security concerns around electronic voting machines.	"Even critics of paperless electronic voting have grown disenchanted with the practical problems of adding printers to electronic ""touch-screen"" voting machines."	NS
815	Electronic voting	An efficient electronic voting system should have convenient voting procedure and user-friendly execution commands.	The trial demonstrated that remote electronic voting for personnel deployed overseas can provide a convenient, reliable and secure method of voting in a federal election.	NS
816	Electronic voting	"""Trying to defend electronic voting machines is becoming harder and harder,"" Brace said."	First, remote electronic absentee voting from personally-owned devices face a variety of potential attacks on voters and voters' personal computers.	SS
817	Electronic voting	"To safeguard Indian democracy, Ve TA endorses the following resolution :""Electronic voting machines are inherently subject to programming error, equipment malfunction, and malicious tampering."	Based on the capabilities of current computer security and voting technologies, the following three issues remain to be significant challenges faced by remote electronic voting systems.	SS
818	Electronic voting	Ironically, electronic voting machines were meant to make elections more reliable and secure.	The trial demonstrated that remote electronic voting for personnel deployed overseas can provide a convenient, reliable and secure method of voting in a federal election.	SS
819	Electronic voting	"The scientists also said that machines can transmit computer viruses from one to another ""during normal pre- and post-election activity."""	(F) The electronic voting system is able to securely transmit a receipt from the electronic voting system to each member who casts an electronic ballot.	NS
820	Electronic voting	It does not pollute the environment as when you are using fossil fuels.	Robotic surgery is the use of very sophisticated robots in assisting surgeons to perform very intricate surgery.	DTORCD
821	Electronic voting	Critics' greatest concern about electronic voting machines, however, is that they might be vulnerable to fraud.	[13]Demonstrations of electronic voting vulnerability Multiple academics have demonstrated various serious vulnerabilities in all form of electronic voting including DREs and Optical Scan systems.	HS
822	Electronic voting	An efficient electronic voting system should have convenient voting procedure and user-friendly execution commands.	(B) The electronic voting system is secure from, among other things, malicious software and the ability of others to remotely monitor or control the system.	NS
823	Electronic voting	Third, it is not clear that remote electronic absentee voting systems can offer a comparable level of auditability to polling place systems.	In fact, this incident -- hardly the first of its kind -- exemplifies the problems with the paper-based systems that electronic touchscreen machines are replacing.	NS
824	Electronic voting	It would be desirable to provide an electronic voting system that allows voters to register and vote over a network with minimal security risks.	(F) The electronic voting system is able to securely transmit a receipt from the electronic voting system to each member who casts an electronic ballot.	NS
825	Electronic voting	Nanotechnology and Development Millions of people worldwide lack access to safe water, energy resources, and health care.	The impact factor represents a rough estimation of the journal's impact factor and does not reflect the actual current impact factor.	DTORCD
826	Electronic voting	"""Trying to defend electronic voting machines is becoming harder and harder,"" Brace said."	With many states making moves to electronic voting machines this year, critics of the new technology say it is fraught with the potential for fraud.	SS
827	Electronic voting	* Touch screen electronic voting machines that include an audio interface allow the visually-impaired to vote without assistance .	Defenders of the paperless machines argue that they are easier to adapt for blind voters because they can be outfitted with audio units.	HS
828	Electronic voting	Another object of the present invention is to provide an electronic voting machine that has an intuitive user interface.	Electronic voting systems are designed to make things easier for election officials by collecting and processing votes so that election results can be obtained instantaneously.	SS
829	Electronic voting	That's not to say that all paper-based systems are inherently unreliable, any more than problems with electronic systems prove that those systems are inherently unreliable.	With many states making moves to electronic voting machines this year, critics of the new technology say it is fraught with the potential for fraud.	SS
830	Electronic voting	The user interface associated with the electronic vote reporting platform enables customization of certain displays of voting results.	The federal Help America Vote Act orders states to dump punch card and lever machines and provides money to replace them with direct recording electronic machines.	NS
831	Electronic voting	Aren't electronic voting machines more reliable than other voting systems?	In fact, this incident -- hardly the first of its kind -- exemplifies the problems with the paper-based systems that electronic touchscreen machines are replacing.	SS
832	Electronic voting	"""Trying to defend electronic voting machines is becoming harder and harder,"" Brace said."	Third, it is not clear that remote electronic absentee voting systems can offer a comparable level of auditability to polling place systems.	SS
833	Electronic voting	Critics' greatest concern about electronic voting machines, however, is that they might be vulnerable to fraud.	* The public also thinks that electronic voting machines are prone to unintentional failures and agreed that they increase the potential for fraud.	HS
834	Electronic voting	The user interface associated with the electronic vote reporting platform enables customization of certain displays of voting results.	* Touch screen electronic voting machines that include an audio interface allow the visually-impaired to vote without assistance .	SS
835	Electronic voting	In fact, this incident -- hardly the first of its kind -- exemplifies the problems with the paper-based systems that electronic touchscreen machines are replacing.	Based on the capabilities of current computer security and voting technologies, the following three issues remain to be significant challenges faced by remote electronic voting systems.	NS
836	Electronic voting	(D) The electronic voting system is able to securely communicate with each member's electronic voting platform.	It would be desirable to provide an electronic voting system that allows voters to register and vote over a network with minimal security risks.	SS
837	Electronic voting	"""Trying to defend electronic voting machines is becoming harder and harder,"" Brace said."	That nightmare sparked a rush toward electronic voting machines, but myriad technical glitches and security flaws in 2004 tarnished that technology's reputation.	HS
838	Electronic voting	Electronic voting machines can be made fully accessible for persons with disabilities.	Besides, EVSSO has a standard scheme and it is thus compatible with a wide range electronic voting systems for instance Direct Recording Electronic voting systems.	NS
839	Electronic voting	Ironically, electronic voting machines were meant to make elections more reliable and secure.	It would be desirable to provide an electronic voting system that allows voters to register and vote over a network with minimal security risks.	HS
840	Electronic voting	Ironically, electronic voting machines were meant to make elections more reliable and secure.	"The scientists also said that machines can transmit computer viruses from one to another ""during normal pre- and post-election activity."""	SS
841	Electronic voting	(E) A method to securely transmit an electronic ballot to the electronic voting system that ensures the secrecy and integrity of each ballot.	The process has been streamlined and... Researchers break open voting machines in test of security ... safety systems to biometric scanners and even police handcuffs.	NS
842	Electronic voting	Patients can get detailed information from their physicians or health insurers.	But, according to Salo, this test is unreliable because rabbits do not have tear ducts, whereas humans do.	DTORCD
843	Electronic voting	"""Trying to defend electronic voting machines is becoming harder and harder,"" Brace said."	Based on the capabilities of current computer security and voting technologies, the following three issues remain to be significant challenges faced by remote electronic voting systems.	NS
844	Electronic voting	An efficient electronic voting system should have convenient voting procedure and user-friendly execution commands.	Besides, EVSSO has a standard scheme and it is thus compatible with a wide range electronic voting systems for instance Direct Recording Electronic voting systems.	NS
845	Electronic voting	(B) The electronic voting system is secure from, among other things, malicious software and the ability of others to remotely monitor or control the system.	Electronic voting systems are designed to make things easier for election officials by collecting and processing votes so that election results can be obtained instantaneously.	NS
846	Electronic voting	* Touch screen electronic voting machines that include an audio interface allow the visually-impaired to vote without assistance .	"Additionally, delivering proxy materials electronically and offering an electronic voting option is much faster than the standard ""snail mail"" delivery."	NS
847	Electronic voting	An efficient electronic voting system should have convenient voting procedure and user-friendly execution commands.	The user interface associated with the electronic vote reporting platform enables the plan sponsor to customize certain displays of voting results.	NS
848	Electronic voting	Ironically, electronic voting machines were meant to make elections more reliable and secure.	Defenders of the paperless machines argue that they are easier to adapt for blind voters because they can be outfitted with audio units.	NS
849	Electronic voting	"Additionally, delivering proxy materials electronically and offering an electronic voting option is much faster than the standard ""snail mail"" delivery."	(F) The electronic voting system is able to securely transmit a receipt from the electronic voting system to each member who casts an electronic ballot.	SS
850	Electronic voting	"""Lung cancer and asthma are rampant in these localities, so we need to assure public health integrity in Albany."""	While embryonic cells may hold promise, the issue has been so politically charged to the point that research on other stem cells has been neglected.	DTORCD
851	Electronic voting	"Even critics of paperless electronic voting have grown disenchanted with the practical problems of adding printers to electronic ""touch-screen"" voting machines."	"To safeguard Indian democracy, Ve TA endorses the following resolution :""Electronic voting machines are inherently subject to programming error, equipment malfunction, and malicious tampering."	NS
852	Electronic voting	(D) The electronic voting system is able to securely communicate with each member's electronic voting platform.	"Additionally, delivering proxy materials electronically and offering an electronic voting option is much faster than the standard ""snail mail"" delivery."	NS
853	Electronic voting	Ironically, electronic voting machines were meant to make elections more reliable and secure.	Besides, EVSSO has a standard scheme and it is thus compatible with a wide range electronic voting systems for instance Direct Recording Electronic voting systems.	NS
854	Electronic voting	* Touch screen electronic voting machines that include an audio interface allow the visually-impaired to vote without assistance .	Electronic voting systems are designed to make things easier for election officials by collecting and processing votes so that election results can be obtained instantaneously.	NS
855	Electronic voting	(E) A method to securely transmit an electronic ballot to the electronic voting system that ensures the secrecy and integrity of each ballot.	Electronic voting systems are designed to make things easier for election officials by collecting and processing votes so that election results can be obtained instantaneously.	NS
856	Electronic voting	Aren't electronic voting machines more reliable than other voting systems?	They have also shown how DREs can be infected with viruses and how the central vote-tallying machines can be attacked.	NS
857	Electronic voting	Electronic voting machines can be made fully accessible for persons with disabilities.	(E) A method to securely transmit an electronic ballot to the electronic voting system that ensures the secrecy and integrity of each ballot.	NS
858	Electronic voting	(E) A method to securely transmit an electronic ballot to the electronic voting system that ensures the secrecy and integrity of each ballot.	The general purpose computer can be any type of computer, including without limitation a laptop computer, a tablet computer, a desktop computer, etc.	DTORCD
859	Electronic voting	"To safeguard Indian democracy, Ve TA endorses the following resolution :""Electronic voting machines are inherently subject to programming error, equipment malfunction, and malicious tampering."	[13]Demonstrations of electronic voting vulnerability Multiple academics have demonstrated various serious vulnerabilities in all form of electronic voting including DREs and Optical Scan systems.	HS
860	Electronic voting	Electronic voting machines can be made fully accessible for persons with disabilities.	The federal Help America Vote Act orders states to dump punch card and lever machines and provides money to replace them with direct recording electronic machines.	NS
861	Electronic voting	An efficient electronic voting system should have convenient voting procedure and user-friendly execution commands.	(D) The electronic voting system is able to securely communicate with each member's electronic voting platform.	NS
862	Electronic voting	Who will pay for the consequences of failed geoengineering?	Some natural resources can be owned by economic agents and somecan't.	DTORCD
863	Electronic voting	It would be desirable to provide an electronic voting system that allows voters to register and vote over a network with minimal security risks.	(B) The electronic voting system is secure from, among other things, malicious software and the ability of others to remotely monitor or control the system.	SS
864	Electronic voting	"The scientists also said that machines can transmit computer viruses from one to another ""during normal pre- and post-election activity."""	e Lect Electronic Voting provides secure, instant electronic ballot delivery and access, with options for electronic marking and paper or encrypted electronic ballot return.	NS
865	Electronic voting	Aren't electronic voting machines more reliable than other voting systems?	Defining requirements for machines At least five different voting technologies will be used November 2: electronic machines, lever machines, paper ballots, optical scanners, and punch cards.	NS
