id,argument1,argument2,topic,score
588,"Indeed , safety concerns led the National Bioethics Advisory Commission ( 1997 ) to recommend a temporary , rather than permanent , moratorium on human reproductive cloning .",Procuring human egg cells is another serious moral problem for human cloning research .,Cloning,0.5357142857
589,they are murdering the next generation !!!!,Up to 100 million Americans may benefit from this research and the suffering of millions could end .,Cloning,0.1607142857
590,"Thus , there is no fear of rejection of the organ or tissue replacement procedures .",RESOLVE ’s position on stem cell research and cloning does not mandate the destruction of embryos .,Cloning,0.4107142857
591,"The process of transplanting human organs can become simpler , with an immensely improved success rate .","Additionally , if the reason people treat cloned children unfavorably is due to their misconceptions about cloning , then the proper response is not to ban cloning at the expense of compromising procreative liberty , but rather work to rectify these prejudices and misconceptions ( Burley and Harris , 1999 ) .",Cloning,0.4464285714
592,"Will cloning , thus , compromise a child ’s identity ?",This would create the opportunity for an infertile couple to experience the joys of having a family without enduring the painful infertility procedures that are common today .,Cloning,0.4464285714
593,The thousands of children given life through IVF therapy do not suffer a lack of dignity as a consequence of their method of procreation .,Reproductive cloning could speed up the aging process .,Cloning,0.2857142857
594,It could eliminate infertility .,"And if they get in trouble with the law , you may be the one who gets blamed even though you did n't do the crime .",Cloning,0.1607142857
595,Technology has the tendency to often fail .,"Cloning could really help our world , and help us understand the power of it .",Cloning,0.3214285714
596,Cloning human body parts guarantees a genetic match to prevent organ rejections and also does not require immunosuppressive drugs .,The representative of Poland said his delegation had voted in favour of the Declaration and unequivocally opposed the cloning of human embryos .,Cloning,0.3392857143
597,It could eliminate infertility .,Others have the potential to repair or replace damaged tissue or cells .,Cloning,0.3571428571
598,The practice is legal in other countries .,"With therapeutic cloning , a patient would know exactly how long one would have to wait , this can ensure proper treatment and the patient would certainly benefit from an early treatment .",Cloning,0.1964285714
599,"Although SCNT is used to create embryos for therapeutic cloning , there is no intent to implant them in order to create children .","In their article “ Genetic Modification and Genetic Determinism , ” David Resnik and Daniel Vorhaus state that , when it comes to genetic modification , “ even if a desired trait is successfully expressed it may not actually restrict options for the child … the open future critique paints with a far broader brush , alleging that the act of modification per se impacts the child 's right to an open future .",Cloning,0.5185185185
600,Many believe that cloning is against God ’s wishes because the clones would be created by man .,"For example , why protect the environment when scientists could perpetuate cloned trophy specimens in zoos ?",Cloning,0.2678571429
601,There are also fears that the reprogramming of the nucleus of a somatic cell in order to trigger the cell division that leads to the cloning of an individual may result in a significantly increased risk of cancer .,"Legalize human cloning is in the heart of the debate world , was proposed legalizing therapeutic cloning as the only way to investigate , with chances of success , the basic criterion for funding such programs as the main objective being to find treatments for incurable diseases .",Cloning,0.5892857143
602,"With genetic engineering , we will be able to increase the complexity of our DNA , and improve the human race .",Safety is the only valid argument against human cloning .,Cloning,0.375
603,Having a cloned organ would mean no rejection of the organ from you body .,"By contrast , people like Leon Kass , the chairman of the president 's advisory council on bioethics , object to cloning precisely because of the medical advances it implies .",Cloning,0.4444444444
604,"By genetically engineering our species , however , we will be having a detrimental effect on our genetic diversity in the same way as something like cloning would .","The clone is not an exact copy , in spite of sharing DNA with the person from whom he/she was cloned .",Cloning,0.5892857143
605,At least 95 % of mammals cloned have resulted in failure .,""" Replacing "" the deceased child by cloning degrades and dehumanizes the child , its replacement , and all of us .",Cloning,0.2592592593
606,"In my view , which I ’ve defended in Humanity Enhanced and other publications , human cloning would not be a seriously worrying action if we could carry it out safely .",I do not agree with the sentence that states that it is repugnant to use fertilized embryos .,Cloning,0.375
607,The technique is extremely risky right now .,"If reproductive cloning is perfected , a quadriplegic can also choose to have himself cloned , so someone can take his place .",Cloning,0.3035714286
608,If genes are modified to create smarter being those that are average will not have a place in society .,"Any defects and diseases that are detected earlier will also be removed , ensuring that the child will only inherit the best traits and the best genes .",Cloning,0.4821428571
609,CAMR works to ensure that somatic cell nuclear transfer ( SCNT ) and therapeutic cloning remain a legal and viable form of scientific research and to protect and preserve continued federal funding of human embryonic stem cell research .,"Because cloning recreates a pre-existing DNA sequence , the cloned child would be denied that uniqueness and , therefore , her dignity would be compromised .",Cloning,0.4642857143
610,It could eliminate defective genes .,The people arguing against human cloning speak about the cloned people as if they would n't be human .,Cloning,0.3571428571
611,"Most likely , we could also create smarter and more beautiful babies .",What it probably does have is the potential for the cure of diseases affecting millions of people . ”,Cloning,0.3571428571
612,Innovation That Can Change the World Cloning is innovation that is extremely powerful and has the ability to bring about huge change .,"In the same poll , almost seven in 10 Americans said cloning humans was against God 's will .",Cloning,0.3518518519
613,Those being born today can still have their stem cells preserved but those who are already adults did not have such a facility and the quantum of stem cells available in an adult body is not always sufficient enough for therapeutic cloning .,""" From the mouse data , we know that [ embryonic cloning ] is better than iPS cells , "" Cibelli said .",Cloning,0.4107142857
614,"If you arent able to have kids and you decide to have a cloned baby , you will have to live with the fact that its isnt real , its not yours , it was just made .","The new moral image of the family , based on a doctrine of reproductive liberty , is an appealing one for a liberal society .",Cloning,0.4821428571
615,"Trying to treat a mitochondrial disease by turning back the clock on an adult cell 's genome would do nothing , because the messed-up mitochondrial DNA remains in the iPS cell .",Potential risks or disadvantages : cloning creates identical genes .,Cloning,0.4285714286
616,"Dan Brock further supports the contention that cloning in order to replace a deceased child is misguided ( Brock , 1997 ) .","But seriously , if you only clone to prevent world hunger , save an endangered species , or replace someone 's liver , then you 're in the right .",Cloning,0.4107142857
617,"Reproductive cloning can provide genetically related children for people who can not be helped by other fertility treatments ( i.e. , who do not produce eggs or sperm ) .",Many people opposed to cloning consider therapeutic cloning to be even more objectionable than reproductive cloning .,Cloning,0.5535714286
618,Therapeutic cloning is not just a remedy but also a preventive treatment .,"However , this misconception may quickly be rectified simply by observing the unique personality of the cloned child , especially since her experiences and her nurture , removed by at least a generation , will be substantially different than that of her genetic predecessor ( Dawkins , 1998 ; Pence , 1998 ) .",Cloning,0.4642857143
619,"A lot of people are also scared that if reproductive cloning becomes a commonplace , people might be cloned unwillingly by unscrupulous individuals .",Endangered animals can be cloned to save the species .,Cloning,0.1428571429
620,"Cellular models of diseases can be developed as well , along with the ability to test drug efficacy : “ cloning a single skin cell from a patient with a disease could be used to produce inexhaustible amounts of cells and tissue with that disease .","It would violate the widely held convictions concerning human individuality and freedom , and could lead to devaluation of clones in comparison with non-clones .",Cloning,0.4285714286
621,It may provide humans with the ability to prolong life as young cells could be cloned to reduce the effects of aging .,"Moreover , Ian Wilmut and other commentators have noted that we can not know whether clones will suffer from premature ageing as a result of their elderly genes .",Cloning,0.6428571429
622,"But autonomy is a powerful force in our culture , so we should not imagine that cloning-to-produce-children will forever remain anathema to the American public .","The nuclear transfer technique that produced Dolly required 277 embryos , from which only one healthy and viable sheep was produced .",Cloning,0.1964285714
623,Biotechnology will lead the next economic revolution .,"But the direct aim of creating human lives in cloning-for-biomedical-research is the destruction of those lives , and the transformation of their bodies into biomedical research supplies .",Cloning,0.4821428571
624,It risks the possibility of faster aging .,Using the nonidentity problem in the context of the reproductive cloning debate yields the following result : The alternative to being born a clone is not to be born at all .,Cloning,0.3392857143
625,""" Who among us would want to take that risk of bringing someone into this world that would be defective ? """,The clone may also face emotional difficulties that could get in the way of living a normal life .,Cloning,0.4285714286
626,Cloning distorts the cloned person 's sense of individuality and social identity .,"According to this objection , our DNA is what endows each human being with uniqueness and dignity ( Callahan , 1993 ) .",Cloning,0.8214285714
627,"Genetic modification involves daunting scientific and technical challenges ; it offers the potential of only marginal improvements in complex traits , and it holds out the risk of unpredictable side effects and consequences .","Having the freedom to create any child would enhance individuality creating more unique offspring rather than less unique ones . """,Cloning,0.5892857143
628,"It may also be possible to use therapeutic cloning to repair defective genes by homologous recombination ( Doetschman et al. , 1987 ) .","Third , other consequences of the research are uncertain .",Cloning,0.3148148148
629,"A cloned child , on the other hand , does not share a genetic mother and a genetic father with his “ twin ” ; rather , his “ twin ” will be his sole direct genetic ancestor .","Moreover , doubts can be cast as to whether the ambiguity of genetic lineage caused by the cloning relationship will really result in the consequences Kass and O’Neil are fretting .",Cloning,0.7142857143
630,"I guess if I had to pick , I would not want to do cloning .",It is feared that cloning could result in a dirth of DNA diversity .,Cloning,0.375
631,Reproductive cloning is considered wrong in so many levels .,Cloning does not necessarily entail the creation of “ designer ” children because cloning recreates a pre-existing DNA ; it does not involve modifying or enhancing DNA in order to produce a child with certain desired traits .,Cloning,0.5
632,"However , even if it was made safe , reproductive cloning could never be considered ethical .","There is also the likely ability to alter genetic constituents in cloned humans , and cloning could help combat genetic diseases .",Cloning,0.4464285714
633,( a ) Cloning would be unsafe .,To make a future couple financially secure - With human cloning you could give a couple in the future both a child from your DNA and the financial assets from your lifetime to start out financially secure instead of struggling as most couples do now .,Cloning,0.2321428571
634,"So-called “ therapeutic cloning ” will not be therapeutic for any patients in the near future , and will never be therapeutic for the cloned embryo , which will be destroyed .",There are many thousands of genetic scientists with honest intentions who want to bring an end to the worst diseases and illnesses of the current century and who are trying to do so by using genetic engineering .,Cloning,0.4107142857
635,"Reproductive cloning would allow lesbians to have a child without having to use donor sperm , and gay men to have a child that does not have genes derived from an egg donor ( though , of course , a surrogate would have to carry the pregnancy ) .","For example , potatoes , which grow as roots underground , can be removed from the original plant and replanted elsewhere with the result of the new plants being identical in form and taste to the original .",Cloning,0.3214285714
636,It was an inconceivable paradox that proponents of therapeutic cloning would sacrifice the life of one in order to serve another .,"Rather than taking “ already-codified moral doctrines ” as the starting point and evaluating both cloning and the moral reactions against cloning in terms of these doctrines , Putnam took seriously the spontaneous moral horror at the idea of cloning , and by reflecting on its meaning , articulated the sense in which cloning would distort the “ moral image ” of the family .",Cloning,0.5357142857
637,To take a step towards immortality - Human cloning essentially means taking a human being 's DNA and reversing its age back to zero .,"At least 95 % of mammalian cloning experiments have resulted in failures in the form of miscarriages , stillbirths , and life-threatening anomalies ; some experts believe no clones are fully healthy .",Cloning,0.4821428571
638,Curing Disorders Human cloning also has the potential to help cure certain disorders .,"Not only that plants and animals can be revived with cloning , but also humans can be cloned to offer potential benefits to other people who are living .",Cloning,0.6964285714
639,"Why , for instance , protect habitat when a few cloned trophy specimens could be perpetuated in zoos ?","For instance , Kerry Lynn Macintosh labels as the “ artifact fallacy ” the idea that “ animals ( or , potentially , humans ) born through cloning are necessarily the flawed products of a technological process and can never be functional members of their species . ”",Cloning,0.5
640,Clones could be seen as less than human compared with non-clones .,Of course this process kills the embryo .,Cloning,0.2037037037
641,Infertile parents can now have a chance of being able to have kids of their own .,"Did you know that more than 98 % of clones are either malformed , stillborn , or die immediately after birth ?",Cloning,0.2678571429
642,There are also fears that the reprogramming of the nucleus of a somatic cell in order to trigger the cell division that leads to the cloning of an individual may result in a significantly increased risk of cancer .,Maintaining Biodiversity : Cloning may be an important tool for preserving endangered species if currently practiced methods fail .,Cloning,0.4444444444
643,"Even if the scientist had been able to find gamete donors to give free and informed consent to exposing their genetic offspring to such risks , the proper response would not be to conclude that , having obtained the consent of the relevant parties , the scientist conducted the study ethically .",You can not have so-called therapeutic cloning without reproductive cloning because the technique to make cloned babies is the same as to make a cloned embryo to try to make replacement tissues .,Cloning,0.5178571429
644,"Moreover , advocates of this objection caution against removing God from the process of creation altogether , which , it is argued , is what reproductive cloning achieves ( Rikfin , 2000 ) .","She quotes some of the Council ’s discussion about how cloning could result in family relations that “ would differ from all existing family arrangements ” because of the “ unique , one-sided , and replicative biological connection to only one progenitor ” — but she then badly mischaracterizes that discussion : “ This is another way of saying that the technology is unnatural and leads to unnatural results . ”",Cloning,0.6428571429
645,But I think of it as a way of creating more livestock to end world hunger .,"It is a process of replication of genetic constitution , so preventing gene diversity .",Cloning,0.2321428571
646,"It is a process of replication of genetic constitution , so preventing gene diversity .","And , of course , there are the clear health and safety issues that are far from being resolved .",Cloning,0.4642857143
647,The resulting embryonic stem cells could then theoretically be grown into adult cells to replace the ailing person 's mutated cells .,"However , there is a more serious , less cartoonish objection to turning procreation into manufacturing .",Cloning,0.4464285714
648,"ANSWER : There are plenty of arguments against cloning - especially against cloning humans - ranging from scientific issues , to the practicality of cloning , to religious objections .",Cloning humans is an innovative method that is an extremely powerful tool to bring about a huge change for the entire world .,Cloning,0.3888888889
649,"Since , presumably , a clone would still be a person and an autonomous rational being , a clone would certainly retain her human dignity ( Glannon , 2005 ; Elliot , 1998 ) .",Moral arguments against cloning are unfair to future human clones How would you feel if you were a clone and society considered your creation illegal and your existence deplorable ?,Cloning,0.5535714286
650,"As most supporters of research cloning acknowledge , embryos created in IVF clinics can provide adequate numbers and varieties of stem cells for research purposes .","Dolly the Sheep died prematurely of severe lung disease in February 2003 , and also suffered from arthritis at an unexpectedly early age - probably linked to the cloning process .",Cloning,0.4107142857
651,"From a more liberal standpoint , Mr Fukuyama worries about equality if inequality is designed into people 's genes .",Such research creates life with the purpose of destroying it and therefore fails to respect the right to life of the human embryo .,Cloning,0.462962963
652,"Moreover , even if there were a detriment , it is unclear whether that would be a result of society ’s prejudice and fear of human cloning , or a result that inherently comes with being a clone .",Interfering With Nature Many that are opposed to human cloning feel that this process is artificial and interferes with nature .,Cloning,0.75
653,Reproductive cloning can help lesbians to have children without the use of donor sperm .,"According to some ethicists who oppose human cloning , a cloned child ’s identity and individuality will be compromised given that she will be “ saddled with a genotype that has already lived ” ( Kass , 1998 , 56 ; see also Annas , 1998 and Kitcher , 1997 ) .",Cloning,0.4074074074
654,But this is too vague ; humans constantly interfere with nature in ways that are not morally criticized .,It 's true that iPS cells have great promise .,Cloning,0.2321428571
655,Research cloning will be necessary in order to produce compatible tissues and organs for patients being treated with stem cell therapies .,Response 2 : A child is not replaceable .,Cloning,0.4107142857
656,"The cloned human being would not be the product of love , but of scientific procedures .","Indeed , it is precisely because of these ethical issues that some individuals object to the positive connotations of the term “ therapeutic ” and refer to this work , instead , as “ research cloning . ”",Cloning,0.5178571429
657,"Human procreation is about more than genetics and physiology ; it is also about the link between the generations , between ancestors and descendants , the past and the future .",Expensive – cloning is expensive because a great number of eggs are required for a single viable clone and this may seem wasteful since it is much easier to breed animals naturally 5 .,Cloning,0.375
658,"Allowing any cloning , even for research , "" allows people to perfect that method so they have good embryonic clones that can be gestated to birth . """,Others have the potential to repair or replace damaged tissue or cells .,Cloning,0.5357142857
659,"So , this goes without saying the human cloning can help athletes heal faster , be it a torn ACL or a life-threatening condition .",We will just make more insects extinct !,Cloning,0.0925925926
660,Genetic engineering can also be used to help people who risk passing on terribly degenerative diseases to their children .,There is also the belief that these clones would be created without a soul .,Cloning,0.2857142857
661,"There are other serious moral problems associated with cloning-for-biomedical-research , including the exploitation of women who will be needed to provide eggs .",Then you could create a clone for him/her and that person could show the clone what the person has been doing and finding out then the clone could finish the scientists work when the scientist dies .,Cloning,0.2678571429
662,We should stop trying to cheat nature and bending rules that existed for ions to our own will .,"According to this objection , our DNA is what endows each human being with uniqueness and dignity ( Callahan , 1993 ) .",Cloning,0.5892857143
663,"Some cloning advocates argue that cloning-to-produce-children might follow the same path as IVF , skipping from ethically unacceptable experimentation to a widely accepted practice .",Therapeutic cloning does n’t require surgery .,Cloning,0.3392857143
664,Some studies suggest that research cloning may not be a necessary or desirable way to overcome immune rejection .,"Because clone cells may show genetic abnormalities , using them on humans will also have a deadly implication .",Cloning,0.6129032258
665,"Also , given the threat of dangerous experimentation , it was essential to prohibit reproductive human cloning .",Fourteen percent said the technology involved is very dangerous .,Cloning,0.7142857143
666,"Only 1 % of animal cloning made so far have had a positive result , but most of them have suffered serious disorders .",Response 2 : A child is not replaceable .,Cloning,0.2142857143
667,Parents with a child affected by a disease like leukemia may wish to clone that child in order to provide the affected child with genetically matched cord blood or bone marrow for transplantation .,Cloned animals that survive long enough to be born often suffer from health problems .,Cloning,0.25
668,"A cure for baldness - From one of our readers : "" But how about the possibility of using cloning technology to get more hair on a balding scalp .","One of the methods used in cloning , induced pluripotent stem cells , has severe limitations .",Cloning,0.3035714286
669,"As most supporters of research cloning acknowledge , embryos created in IVF clinics can provide adequate numbers and varieties of stem cells for research purposes .","Yes , cloning has ' bugs ' right now , but in the future they 'll be worked out .",Cloning,0.375
670,Failure of Human Cloning Others that are opposed to human cloning feel that it is a mute debate since human cloning is primarily unsuccessful .,"Saudi Arabia has decided on June 28 , 1997-July 3 , 1997 as the beginning of human cloning is "" haraam "" ( forbidden by the faith-sin ) .",Cloning,0.3928571429
671,"All the people that say it is a lack of human respect and thinking thescientist will look at themselves as Co-creators , is all a shame .","As Professor Savulescu so neatly counters , ‘ to say that creating a clone is an affront to human dignity is like saying that deliberately creating a black person , or a woman , affronts human dignity .",Cloning,0.6071428571
672,"Cloning would take the instrumentalization of the newly created child even further , and may open the door toward more dangerous and exploitative forms of transplantation .","Human cloning creates questions about the soul , the role of God in society , and even the quality of life that a cloned person would have .",Cloning,0.4821428571
673,A fertilized egg should be valued as a human life even if it is in its very first weeks .,"Reproductive cloning has the potential to replace sperm donation , IVF or surrogacy .",Cloning,0.4107142857
674,"Considering that identical twins are natural clones , we can regard reproductive cloning as the technological version of the process .","Identical twins , as natural clones , do n’t seem to have identity problems , and if they did , a ban on them is not the answer .",Cloning,0.8035714286
675,"Mankind is already "" playing "" God when we cure diseases , fly airplanes , create nuclear energy , or use any advanced technology .","There are general principal arguments against any act of human cloning , deeply rooted within the more religious community that is against any form of direct meddling of human creation and technology that is seen as ‘ playing God ’ .",Cloning,0.8928571429
676,"There is a strong sense , within the field of secular bioethics , that the early arguments against human reproductive and therapeutic cloning were flawed .",Human cloning for so-called therapeutic purposes is completely unethical .,Cloning,0.4464285714
677,The technique could not be developed in humans without putting the physical safety of the clones and the women who bear them at grave risk .,"If a particular type of reproductive technology poses a health risk to the resulting children , this is grounds enough to prevent the use of that technology ( Cohen , 1996 ) .",Cloning,0.5714285714
678,Because We Can : Just because science gives humanity the ability to do something does not mean that humankind should .,"One big drawback to cloning humans is its ability to divide people , where clones who are not treated as human beings can lead to social unrest and divide .",Cloning,0.3214285714
679,"First , cloning could allow individuals or couples who are affected by genetic disease to have children genetically related to ( one of ) them while reducing the risk that their children would inherit the disease .","In the case of IVF , there were similar fears about the risk of harm to the child - and we have come to live with the actual results .",Cloning,0.6428571429
680,If a Clone of a human is done successfully and god exists then this clone would have no soul it would be not a person but a body that acts on instinct .,"As for me , I believe that God does n't want us to clone because he says in the Bible that He created us in His image and we should not mess that up and if we start creating other human people we will be God and that is messed up because there is only one God !",Cloning,0.7678571429
681,"Roughly one in five feel cloning would be justified either to save the life of the person being cloned , or to help infertile couples to have children without having to adopt .",Infertile Couple Can Have Children Human cloning has the ability to make it possible for couples that were once not able to have their own children to finally have babies without having to use sperm donation or surrogacy .,Cloning,0.7678571429
682,"Yet , we can look towards the children who are products of modern day artificial reproduction in order to see that such a concern is not supported by the evidence .",This will only cause further problems in the world .,Cloning,0.4642857143
683,Potential risks or disadvantages : cloning creates identical genes .,"The creation of identical copies of animals – through cloning , it is possible to create genetically identical animals for organ or tissue transplantation ; and the creation of identical copies of only the best animal population 2 .",Cloning,0.6785714286
684,"This may mean making our children live longer , helping them to be resistant to cancer , heart disease , any familial diseases , and all the other problems that can be cured using what we learn from human cloning technology .","Legalization of therapeutic cloning has been proposed as the only way to investigate , the chances of success , the basic criterion for funding such programs as the primary objective should be finding cures for incurable diseases .",Cloning,0.7678571429
685,It is a break from the process of natural evolution known to build strength into species through diversity .,"Cloning is a break from the natural process of evolution , which is known to strengthen species and improves their survival instincts through diversity .",Cloning,0.875
686,"Therefore , if parents are not prohibited from procreating on the grounds that they may pass along a severe genetic defect to their children , then it is difficult to deny a set of parents who can only rely on cloning for procreation the chance to do so based on safety reasons alone ( unless the abnormalities that may result from cloning are more severe than the abnormalities that may result from natural conception ) ( Brock , 1997 ) .","Once prospective parents , and society in general , come to understand that cloned children will possess just as much individuality as any other person , it is possible that these fears , and the attempts to control the child ’s future , will largely abate ( Wachbroit , 1997 ) .",Cloning,0.6428571429
687,"However , even if it was made safe , reproductive cloning could never be considered ethical .",Reproductive cloning is considered unsafe .,Cloning,0.7321428571
688,"But in the case of cloning-for-biomedical-research , human embryos are created for a purpose that requires their destruction .",And cloning-for-biomedical-research will lay the technical and practical groundwork for cloning-to-produce-children and a number of other morally troubling acts .,Cloning,0.7142857143
689,"So there is no problem with human cloning , unless one has preconceived intentions to discriminate against it .","Because this concern is based on the psychological harm associated with deterministic expectations , and not on the actual impact of cloning technology , they do little to support the argument that cloning , as a technology , infringes human dignity .",Cloning,0.6607142857
690,"However , Americans do seem to favor cloning that creates human cells to aid in medical research for disease treatment , just so long as it does not create new human beings .","However , human cloning is a completely artificial form of reproduction , which leaves no trace of the dignity of human procreation .",Cloning,0.4642857143
691,"The most straightforward scenarios in which cloning could be used to prevent genetic disease involve what are called simple genetic diseases , or diseases that are caused by mutations in single genes and are passed on in accordance with the basic Mendelian rules of inheritance .","For another , a lot of evidence show that most of the cloned babies are not healthy , leading to genetic defects , premature aging and worse , death .",Cloning,0.5357142857
692,""" Human cloning may well serve to highlight , to emphasize , and to set off with greater clarity , quite apart from anyone 's intentions , the mysterious capacities that comprise and express our human dignity "" .","Moreover , concerns that genetic duplication compromises dignity overemphasize the role that genetics has as the source of human dignity .",Cloning,0.6607142857
693,"On the other hand , human cloning could also provide a medical answer to some of our most difficult diseases , birth defects , and genetic disorders that current have no treatments .","Common problems include kidney disorders , liver fibrosis , and heart defects .",Cloning,0.7321428571
694,"So you think the future is a child growing up knowing his mother is his sister , his grandmother is his mother and his father is his brother-in-law ??","( d ) Cloning for reproductive purposes would have a negative effect on the family and personal relationships , that is it is inappropriate to bring a child into the world outside the usual social setting of a family involving a mother or father .",Cloning,0.7321428571
695,"From the right , Bill Kristol , the editor of the Weekly Standard , worries that government oversight of the health-care system is likely to grow , so human cloning must be banned now to prevent state-mandated eugenics in the future .",To make a future couple financially secure - With human cloning you could give a couple in the future both a child from your DNA and the financial assets from your lifetime to start out financially secure instead of struggling as most couples do now .,Cloning,0.328125
696,Reproductive cloning is considered unsafe .,Reproductive cloning would diminish the idea of uniqueness .,Cloning,0.5178571429
697,"With the dignity of human life and it genetic uniqueness at risk , people might be cloned unwillingly , leaving millions of cells around every day as they go about their normal lives shedding skin .",The clone may also face emotional difficulties that could get in the way of living a normal life .,Cloning,0.4642857143
698,Stem Cells are crucial to develop organisms .,Research cloning will be necessary in order to produce compatible tissues and organs for patients being treated with stem cell therapies .,Cloning,0.7142857143
699,"According to the Andrews Report , the ‘ most common reason for regarding human cloning for reproductive purposes as unethical was that it would be “ contrary to human dignity ”’ .",Diseases and disorders can be cured .,Cloning,0.2321428571
700,"Because cloning entails recreating an existing person ’s genetic code ( with the exception of the difference in mitochondrial DNA ) , some argue that cloning would , necessarily , entail a violation of the cloned child ’s right to a distinctive genetic identity ( European Parliament , 1998 ) .","The concern is that such a radical alteration of familial relationships would be detrimental to the cloned child ( Kass , 1998 ; O’Neil , 2002 ) .",Cloning,0.6785714286
701,"Therefore , if parents are not prohibited from procreating on the grounds that they may pass along a severe genetic defect to their children , then it is difficult to deny a set of parents who can only rely on cloning for procreation the chance to do so based on safety reasons alone ( unless the abnormalities that may result from cloning are more severe than the abnormalities that may result from natural conception ) ( Brock , 1997 ) .","But for people seeking to give their child the best chance at having exceptional intelligence , cloning may at least seem to offer more control and predictability than gene modification , and cloning is more consistent with our limited understanding of the science of genetics .",Cloning,0.7142857143
702,"In addition to preventing simple genetic diseases , cloning could also be used to reduce the risk of diseases caused by combinations of genetic risk factors .","But while it is important that we prohibit cloning-to-produce-children to prevent the long-term degradation of the family , we can not do so without also making a strong case against the much more immediate threat posed by cloning-for-biomedical-research .",Cloning,0.5555555556
703,"While human cloning to allow genetic mixing with humans , also makes the reproduction characteristics likely to be undesirable .",Environmentalists and ethicists also fear that the lack of regulation in genetic engineering opens the door to human cloning .,Cloning,0.6071428571
704,"In fact , over 90 % of human cloning attempts have been labeled as “ failure ” , which means that the human DNA is only put at risk during the process .",Safety is the only valid argument against human cloning .,Cloning,0.6607142857
705,"Pluripotent stem cells can also be used to test drug toxicity which could also diminish the chances of drug-related birth defects ( Boiani and Schöler , 2002 , 124 ) .","As humans reproduce continually , there is also an increase in damage to their DNA lines , creating defective and mutated genes , which could be eliminated by cloning healthy human cells .",Cloning,0.5535714286
706,If someone has a failing heart they can reproduce them .,We are god now !,Cloning,0.2857142857
707,"Because cloning entails recreating an existing person ’s genetic code ( with the exception of the difference in mitochondrial DNA ) , some argue that cloning would , necessarily , entail a violation of the cloned child ’s right to a distinctive genetic identity ( European Parliament , 1998 ) .","Would cloning eliminate a gene or a piece of DNA today that does n’t seem important , but might be in a different world some time in the future ?",Cloning,0.6607142857
708,"One big drawback to cloning humans is its ability to divide people , where clones who are not treated as human beings can lead to social unrest and divide .","But one tiny mistake in human cloning , and we just ruined a person .",Cloning,0.4642857143
709,Therapeutic cloning is not just a remedy but also a preventive treatment .,It can cure some disorders .,Cloning,0.625
710,Diseases and disorders can be cured .,"Also , cloning may give homosexual couples the opportunity to have genetically related children ( this is especially true for homosexual women where one partner provides the mitochondrial DNA and the other partner provides the chromosomal DNA ) .",Cloning,0.3571428571
711,"Human cloning violates the dignity and respect due to every human individual as it undermines the rights , identity and welfare of any child created in this way .","Socially , the possibility of bringing forth another human being that is the exact copy of another human being , blurs the definition and scope of individual rights , because these human clones , if brought to term , will never be like any other human being with a proper lineage , nor would the clone be anyone ’s child , grandchild or sibling , but he or she would only be , scientifically , someone ’s clone .",Cloning,0.7857142857
712,Both types of cloning are reproductive as they both reproduce human individuals .,It is certainly possible that the use of reproductive cloning for the purpose of creating an individual for a particular life role could infringe the resultant clone 's dignity .,Cloning,0.6964285714
713,"Since , presumably , a clone would still be a person and an autonomous rational being , a clone would certainly retain her human dignity ( Glannon , 2005 ; Elliot , 1998 ) .","A human clone would be wholly unique and , as such , it is difficult to maintain that even a "" uniqueness "" view of human dignity is dependant on having a unique genome .",Cloning,0.6785714286
714,"But while it is important that we prohibit cloning-to-produce-children to prevent the long-term degradation of the family , we can not do so without also making a strong case against the much more immediate threat posed by cloning-for-biomedical-research .",Giving all people the ability to have their own children is a huge benefit that human cloning can eventually provide down the line .,Cloning,0.6607142857
715,Scientists have also said that with human cloning one of the first diseases they can fix is Leukemia .,"The claim is that a cloned child would be in danger of suffering from severe genetic defects as a result of being a clone , or that cloning would result in a high number of severely defective embryos before one healthy human embryo is developed .",Cloning,0.3333333333
716,"While it is admirable that the parents wish to save their existing child , it is not ethically permissible to create another child solely as an instrument to save the life of her sibling ( Quintavalle , 2001 ) .","The prospect of creating a child , solely to meet the needs of another child and not for her own sake , reduces the created child to a mere means to achieve the ends of the parents and the sick child .",Cloning,0.875
717,"The genetic engineering field is infamous for some of the unintended and unforeseen effects of genetic modification , such as the Bt corn ’s harmful effects on the Monarch butterfly .","Moreover , the findings of the study supported the thesis that “ genetic ties are less important for family functioning than a strong desire for parenthood ” ( Golombok et al. , 1995 , 296 ) , which suggests that the parents of cloned children would not be as caught up with the genetic origins of their offspring , and so their parenting would not be as affected by it , as Meilaender contends .",Cloning,0.2857142857
718,This will only cause further problems in the world .,You will not find a child psychiatrist in the world who could possibly say that there will not be very significant emotional risk to the cloned child as a result of these pressures .,Cloning,0.5178571429
719,"Moreover , even if there were a detriment , it is unclear whether that would be a result of society ’s prejudice and fear of human cloning , or a result that inherently comes with being a clone .","Unfortunately , this is not the case and it may even be unethical , which brings us to the big question : is it ok to clone a human being ?",Cloning,0.625
720,It interferes with nature .,Cloning undermines the natural relationship between procreation and family Pamela Schaeffer .,Cloning,0.6428571429
721,"Because all children deserve to have a life and a future that is completely open to them in terms of its prospects ( Feinberg , 1980 ) , and because being the product of cloning would necessarily deprive the resulting child of these prospects , cloning is seriously immoral .","Because of the expectations that the cloned child will re-live the life of her genetic predecessor , the child would necessarily be deprived of her right to an open future .",Cloning,0.7857142857
